danish,english,ukranian
"Vi skal sørge for, at du er komfortabel, så du kan ligge stille under hele undersøgelsen.",We will ensure that you are comfortable so you can lie still throughout the entire examination.,"Ми подбаємо про те щоб вам було зручно, і ви могли лежати нерухомо протягом усього обстеження."
Har du fået at vide hvad undersøgelsen indebærer?,Have you been informed about what the examination entails?,Чи повідомили вам про те що передбачає обстеження?
"Har du fået at vide, at du skal have foretaget en vævsprøve fra din lever?",Have you been informed that you need to undergo a biopsy from your liver?,"Чи повідомляли вам про те, що вам необхідно пройти біопсію тканини з вашої печінки?"
Har du prøvet at få taget en vævsprøve før?,Have you ever had a biopsy taken before?,Чи робили вам раніше біопсію тканин?
Ved du hvad det indebærer at få taget en vævsprøve?,Do you understand what it involves to have a biopsy taken?,Чи розумієте ви що являє собою біопсія тканин?
Er du bange for nåle?,Are you afraid of needles?,Чи боїтеся ви голок?
Er du bange for spidse genstande?,Are you afraid of sharp objects?,Чи боїтеся гострих предметів?
Er du bange for at blive stukket med nåle?,Are you afraid of being stung with needles?,Чи боїтеся ви бути уколотим голками?
Har du fået at vide at vi skal foretage en vævsprøve med en mindre nål?,Have you been told that we will conduct a biopsy with a small needle?,"Чи сказали вам, що ми будемо проводити біопсію маленькою голкою?"
Har du fået at vide at vi skal foretage en vævsprøve med en lille nål?,Have you been informed that we will conduct a biopsy with a fine needle?,"Чи повідомили вас про те, що ми будемо проводити біопсію тонкою голкою?"
Har du fået at vide hvad undersøgelsen indebærer?,Are you aware of what the biopsy procedure involves?,Чи знаєте ви що включає в себе процедура біопсії?
"Har du fået at vide, at du skal have foretaget en vævsprøve fra din lever?",Have you been informed that a tissue sample will be taken from your liver?,"Чи повідомили вам, що з вашої печінки буде взято зразок тканини?"
Har du prøvet at få taget en vævsprøve før?,Have you experienced having a biopsy taken before?,Чи доводилося вам раніше проходити біопсію тканин?
Ved du hvad det indebærer at få taget en vævsprøve?,Do you understand the process of having a biopsy taken?,Чи розумієте ви процес взяття біопсії тканин?
Er du bange for nåle?,Do you feel discomfort at the thought of needles?,Чи відчуваєте ви дискомфорт думаючи про голки?
Er du bange for spidse genstande?,Are you afraid of sharp objects?,Чи боїтеся ви гострих предметів?
Er du bange for at blive stukket med nåle?,Do you feel anxious about being stuck with a needle?,Чи хвилюєтеся ви через те що у вас встромлять голку?
Har du fået at vide at vi skal foretage en vævsprøve med en mindre nål?,Have you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися менша голка?"
Har du fået at vide at vi skal foretage en vævsprøve med en lille nål?,Have you been informed that we will use a small needle for the tissue sample?,"Чи повідомляли вам, що ми будемо використовувати маленьку голку для взяття зразка тканини?"
"Er du klar over, hvad vævsprøven involverer?",Have you been told what the examination entails?,"Чи сказали вам, що передбачає обстеження?"
"Har du modtaget information om, at en vævsprøve vil blive taget fra din lever?",Have you been told that a tissue sample will be taken from your liver?,"Чи сказали вам, що у вас буде взято зразок тканини з печінки?"
Har du tidligere fået taget en vævsprøve?,Have you had previous experience with having a tissue sample taken?,Чи був у вас попередній досвід взяття зразків тканин?
Forstår du processen ved at få taget en vævsprøve?,Do you understand what it means to have a tissue sample taken?,Чи розумієте ви що означає взяття зразка тканини?
Føler du ubehag ved tanken om nåle?,Are you nervous about needles?,Чи нервуєте ви через голки?
Har du frygt for skarpe genstande?,Are you afraid of sharp objects?,Чи боїтеся ви гострих предметів?
Føler du angst ved tanken om at blive stukket med en nål?,Do you feel anxious about being stuck with a needle?,Чи боїтеся ви бути уколотим голкою?
"Er du blevet informeret om, at en mindre nål vil blive brugt til vævsprøven?",Have you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомляли вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du blevet informeret om, at vi vil anvende en lille nål til vævsprøven?",Are you aware that a small needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
"Har du fået at vide, hvad undersøgelsen indebærer?",Have you been instructed about the nature of the examination?,Чи пояснили вам суть обстеження?
"Har du fået at vide, at der skal tages en vævsprøve fra din lever?",Have you been informed about the need for a liver tissue sample?,Чи повідомили вас про необхідність взяття зразка тканини печінки?
Har du tidligere erfaring med at få taget en vævsprøve?,Have you had previous experience with tissue sampling?,Чи брали у вас раніше зразки тканин?
"Har du en forståelse af, hvad det vil sige at få taget en vævsprøve?",Do you understand what tissue sampling entails?,Чи розумієте ви що передбачає взяття зразків тканин?
Er du nervøs for nåle?,Do you feel uncomfortable at the thought of needles?,Чи відчуваєте ви дискомфорт від думки про голки?
Er du bange for skarpe genstande?,Are you afraid of sharp objects?,Чи боїтеся ви гострих предметів?
Har du en frygt for at blive stukket med nåle?,Are you afraid of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Er du blevet informeret om, at en mindre nål vil blive anvendt til vævsprøven?",Have you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du bekendt med, at en lille nål vil blive brugt til vævsprøven?",Are you aware that a small needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
"Er du blevet instrueret om, hvad undersøgelsen indebærer?",Have you been instructed on what the examination entails?,Чи пояснили вам що передбачає обстеження?
"Er du klar over, at en vævsprøve skal tages fra din lever?",Do you understand that a tissue sample needs to be taken from your liver?,"Чи розумієте ви, що зразок тканини потрібно взяти з вашої печінки?"
Har du tidligere erfaring med at få taget en vævsprøve?,Do you have previous experience with having a tissue sample taken?,Чи брали у вас раніше зразки тканин?
"Forstår du, hvad der sker under en vævsprøve?",Do you understand what happens during a tissue sample procedure?,Чи розумієте ви що відбувається під час процедури взяття зразків тканин?
Er du ubehageligt til mode med nåle?,Do needles make you uncomfortable?,Чи відчуваєте ви дискомфорт через голки?
Føler du angst for skarpe genstande?,Do you feel anxious about sharp objects?,Чи відчуваєте ви тривогу стосовно гострих предметів?
Er du bange for at blive stukket med en nål?,Are you afraid of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Har du fået at vide, at en mindre nål vil blive brugt under vævsprøven?",Have you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомляли вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du informeret om, at en lille nål vil blive anvendt til vævsprøven?",Are you aware that a small needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
Er du blevet instrueret i undersøgelsens art?,Have you been instructed about the nature of the examination?,Чи пояснили вам суть обстеження?
Er du blevet oplyst om behovet for en levervævsprøve?,Have you been informed about the need for a liver tissue sample?,Чи повідомили вас про необхідність взяття зразка тканини печінки?
Har du tidligere erfaring med vævsprøvetagning?,Do you have previous experience with tissue sampling?,Чи брали у вас раніше зразки тканин?
"Har du forståelse for, hvad vævsprøvetagning indebærer?",Do you understand what tissue sampling entails?,Чи розумієте ви що передбачає взяття зразків тканин?
Føler du ubehag ved tanken om nåle?,Do you feel discomfort at the thought of needles?,Чи відчуваєте ви дискомфорт від думки про голки?
Har du frygt for spidse genstande?,Are you afraid of sharp objects?,Чи боїтеся ви гострих предметів?
Er du bange for at blive stukket med nåle?,Are you afraid of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Er du blevet informeret om, at der vil blive anvendt en mindre nål under vævsprøven?",Have you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du blevet oplyst om, at en lille nål vil blive brugt til vævsprøven?",Are you aware that a small needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
Du skal have foretaget en undersøgelse hvor skal tage en vævsprøve fra din mave,You are scheduled for an examination where a tissue sample will be taken from your abdomen.,"Вам призначено обстеження, під час якого буде взято зразок тканини з вашого живота."
Vi skal undersøge din mave og muligvis tage en vævsprøve,We need to examine your abdomen and possibly take a tissue sample.,"Нам потрібно оглянути ваш живіт і, можливо, взяти зразок тканини."
Vi kommer til at undersøge din mave og foretage en vævsprøve,We will examine your abdomen and perform a tissue sample.,Ми оглянемо ваш живіт і візьмемо зразок тканини.
Vi kommer til at tage en vævsprøve fra din lever,We will take a tissue sample from your liver.,Ми візьмемо зразок тканини з вашої печінки.
Vi skal tage en vævsprøve fra din lever,You will need to have a tissue sample taken from your liver.,Вам необхідно пройти процедуру взяття зразка тканини з печінки.
Du skal have taget en vævsprøve fra din lever,You are scheduled to have a tissue sample taken from your liver.,Вам призначено забір зразка тканини з вашої печінки.
Vi kommer til at foretage en vævsprøve fra din lever,We will perform a tissue sample from your liver.,Ми візьмемо зразок тканини з вашої печінки.
Du skal have undersøgt din mave og vi skal måske tage en vævsprøve fra din lever,You will undergo an examination of your abdomen and possibly have a tissue sample taken from your liver.,"Вам проведуть огляд живота і, можливо, візьмуть зразок тканини з печінки."
Vi skal se nærmere på din mave og eventuelt tage en vævsprøve.,We will look into your abdomen and possibly take a tissue sample.,"Ми обстежимо ваш живіт і, можливо, візьмемо зразок тканини."
"Din mave skal undersøges, og der er mulighed for, at der tages en vævsprøve.","Your abdomen will be examined, and there is a possibility of taking a tissue sample.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal undersøge din mave og udføre en vævsprøve.,We will examine your abdomen and possibly take a tissue sample.,"Ми оглянемо ваш живіт і, можливо, візьмемо зразок тканини."
Der vil blive taget en vævsprøve fra din lever.,A tissue sample from your liver will be taken.,Буде взято зразок тканини з вашої печінки.
En vævsprøve fra din lever skal gennemføres.,A tissue sample from your liver is required.,Необхідно взяти зразок тканини з вашої печінки.
Der foretages en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,Буде взято зразок тканини з вашої печінки.
"Din lever vil blive undersøgt, og en vævsprøve vil blive taget.","Your liver will be examined, and a tissue sample will be taken.",Вашу печінку обстежать і візьмуть зразок тканини.
Vi skal undersøge din mave og muligvis tage en vævsprøve fra din lever.,We will examine your abdomen and possibly take a tissue sample from your liver.,"Ми обстежимо ваш живіт і, можливо, візьмемо зразок тканини з печінки."
"Der skal tages en vævsprøve fra din lever, mens din mave undersøges.",A tissue sample needs to be taken from your liver while your abdomen is being examined.,Зразок тканини печінки необхідно взяти під час обстеження вашого живота.
En vævsprøve vil blive taget fra din lever under undersøgelsen.,A tissue sample will be taken from your liver during the examination.,Під час обстеження буде взято зразок тканини з вашої печінки.
"Din mave vil blive gennemgået, og der kan blive taget en vævsprøve.","Your abdomen will be examined, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal inspicere din mave og muligvis tage en vævsprøve.,We need to inspect your abdomen and possibly take a tissue sample.,"Нам потрібно оглянути ваш живіт і, можливо, взяти зразок тканини."
"Din mave skal undersøges, og der er en chance for, at en vævsprøve bliver taget.","Your abdomen will be examined, and there is a chance that a tissue sample will be taken.","Ваш живіт буде обстежено, і є ймовірність, що буде взято зразок тканини."
Vi vil gennemgå din mave og eventuelt foretage en vævsprøve.,We will examine your abdomen and potentially perform a tissue sample.,"Ми оглянемо ваш живіт і, можливо, візьмемо зразок тканини."
Der bliver taget en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,Зразок тканини буде взято з вашої печінки.
Vi skal undersøge din lever og tage en vævsprøve om nødvendigt.,We need to examine your liver and take a tissue sample if necessary.,"Нам необхідно обстежити вашу печінку і, за необхідності, взяти зразок тканини."
Der foretages en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,Зразок тканини буде взято з вашої печінки.
"Din lever vil blive evalueret, og en vævsprøve kan blive taget.","Your liver will be evaluated, and a tissue sample may be taken.","Ваша печінка буде досліджена, і, можливо, буде взято зразок тканини."
Vi skal se på din mave og tage en vævsprøve efter behov.,We will look at your abdomen and take a tissue sample as needed.,"Ми оглянемо ваш живіт і, за необхідності, візьмемо зразок тканини."
Vi skal gennemgå din mave og overveje at tage en vævsprøve.,We will review your abdomen and consider taking a tissue sample.,Ми оглянемо ваш живіт і розглянемо можливість взяття зразка тканини.
"Din mave skal undersøges, og vi vil muligvis tage en vævsprøve.","Your abdomen will be examined, and we may take a tissue sample.","Ваш живіт буде оглянутий, і ми можемо взяти зразок тканини."
Der vil blive taget en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,Зразок тканини буде взято з вашої печінки.
Vi skal undersøge din lever og muligvis tage en vævsprøve.,We need to examine your liver and possibly take a tissue sample.,"Нам потрібно обстежити вашу печінку і, можливо, взяти зразок тканини."
En vævsprøve skal tages fra din lever under undersøgelsen.,A tissue sample needs to be taken from your liver during the examination.,Під час обстеження необхідно взяти зразок тканини з вашої печінки.
Vi skal inspicere din mave og eventuelt tage en vævsprøve.,We need to inspect your abdomen and possibly take a tissue sample.,"Нам потрібно оглянути ваш живіт і, можливо, взяти зразок тканини."
"Din mave vil blive vurderet, og en vævsprøve kan blive taget.","Your abdomen will be assessed, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal gennemgå din mave og overveje at tage en vævsprøve.,We will review your abdomen and consider taking a tissue sample.,Ми обстежимо ваш живіт і розглянемо можливість взяття зразка тканини.
Der vil blive taget en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,Зразок тканини буде взято з вашої печінки.
Vi skal undersøge din lever og muligvis tage en vævsprøve.,We need to examine your liver and possibly take a tissue sample.,"Нам потрібно оглянути вашу печінку і, можливо, взяти зразок тканини."
En vævsprøve skal tages fra din lever under undersøgelsen.,A tissue sample needs to be taken from your liver during the examination.,Під час обстеження необхідно взяти зразок тканини з вашої печінки.
Vi skal inspicere din mave og eventuelt tage en vævsprøve.,We need to inspect your abdomen and possibly take a tissue sample.,"Нам потрібно оглянути ваш живіт і, можливо, взяти зразок тканини."
"Din mave vil blive vurderet, og en vævsprøve kan blive taget.","Your abdomen will be assessed, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal gennemgå din mave og overveje at tage en vævsprøve.,We will review your abdomen and consider taking a tissue sample.,Ми обстежимо ваш живіт і розглянемо можливість взяття зразка тканини.
"Din mave vil blive undersøgt, og der kan blive taget en vævsprøve.","Your abdomen will be examined, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal se på din mave og tage en vævsprøve efter behov.,We will look at your abdomen and take a tissue sample as needed.,"Ми оглянемо ваш живіт і, за необхідності, візьмемо зразок тканини."
Vi vil undersøge din lever og tage en vævsprøve om nødvendigt.,We will examine your liver and take a tissue sample if necessary.,"Ми оглянемо вашу печінку і візьмемо зразок тканини, якщо це необхідно."
Der vil blive taget en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,З вашої печінки буде взято зразок тканини.
Vi skal inspicere din mave og tage en vævsprøve om nødvendigt.,We need to inspect your abdomen and take a tissue sample if necessary.,"Нам потрібно оглянути ваш живіт і взяти зразок тканини, якщо це необхідно."
Vi skal vurdere din mave og overveje at tage en vævsprøve.,We need to assess your abdomen and consider taking a tissue sample.,Нам потрібно обстежити ваш живіт і розглянути можливість взяття зразка тканини.
"Din mave skal undersøges, og en vævsprøve kan blive taget.","Your abdomen will be examined, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal gennemgå din lever og muligvis tage en vævsprøve.,We need to review your liver and possibly take a tissue sample.,"Нам потрібно оглянути вашу печінку і, можливо, взяти зразок тканини."
En vævsprøve skal tages fra din lever under undersøgelsen.,A tissue sample will be taken from your liver during the examination.,Зразок тканини буде взято з вашої печінки під час обстеження.
Vi skal undersøge din mave og overveje at tage en vævsprøve.,We will examine your abdomen and consider taking a tissue sample.,Ми обстежимо ваш живіт і розглянемо можливість взяття зразка тканини.
"Din lever vil blive vurderet, og en vævsprøve kan blive taget.","Your liver will be assessed, and a tissue sample may be taken.","Ваша печінка буде обстежена, і, можливо, буде взятий зразок тканини."
Vi skal se på din mave og tage en vævsprøve efter behov.,We will look at your abdomen and take a tissue sample as needed.,"Ми оглянемо ваш живіт і, за необхідності, візьмемо зразок тканини."
Vi vil gennemgå din lever og tage en vævsprøve om nødvendigt.,We will review your liver and take a tissue sample if necessary.,"Ми оглянемо вашу печінку і візьмемо зразок тканини, якщо це необхідно."
Der vil blive taget en vævsprøve fra din lever.,A tissue sample will be taken from your liver.,З вашої печінки буде взято зразок тканини.
Vi skal inspicere din mave og tage en vævsprøve om nødvendigt.,We need to inspect your abdomen and take a tissue sample if necessary.,"Нам потрібно оглянути ваш живіт і взяти зразок тканини, якщо це необхідно."
Vi skal vurdere din mave og overveje at tage en vævsprøve.,We need to assess your abdomen and consider taking a tissue sample.,Нам потрібно обстежити ваш живіт і розглянути можливість взяття зразка тканини.
"Din mave skal undersøges, og en vævsprøve kan blive taget.","Your abdomen will be examined, and a tissue sample may be taken.","Ваш живіт буде обстежено, і, можливо, буде взято зразок тканини."
Vi skal gennemgå din lever og muligvis tage en vævsprøve.,We need to review your liver and possibly take a tissue sample.,"Нам потрібно оглянути вашу печінку і, можливо, взяти зразок тканини."
En vævsprøve skal tages fra din lever under undersøgelsen.,A tissue sample needs to be taken from your liver during the examination.,Під час обстеження необхідно взяти зразок тканини з вашої печінки.
"Du kommer til at blive stukket højre område af din mave med en nål, hvor vi tager en vævsprøve af dine lunger","You will be stung in the right area of your abdomen with a needle, where we take a tissue sample of your liver.","Вам зроблять укол голкою в праву ділянку живота, звідки ми візьмемо зразок тканини вашої печінки."
"Du mærker et prik i området, hvor vi tager en vævsprøve af din lever",You may feel a  in the area where we take a tissue sample of your liver.,"Ви можете відчути укол в області, де ми будемо брати зразок тканини вашої печінки."
"Du kan muligvis mærke et prik, når vi tager en vævsprøve af din lever",You might feel a  when we take a tissue sample of your liver.,Ви можете відчути укол коли ми будемо брати зразок тканини вашої печінки.
"Det er vigtigt at du sidder stille, når vi tager vævsprøven af din lever",It's important for you to remain still when we take the tissue sample of your liver.,Дуже важливо щоб ви залишалися нерухомими коли ми будемо брати зразок тканини вашої печінки.
"Det er meget vigtigt at du sidder stille, når vi tager en vævsprøve fra din lever",It's very important for you to sit still when we take a tissue sample from your liver.,Дуже важливо щоб ви сиділи нерухомо коли ми будемо брати зразок тканини з вашої печінки.
"Du kommer til at mærke et prik, når vævsprøven bliver taget",You will feel a  when the tissue sample is taken.,Ви відчуєте укол під час взяття зразка тканини.
"Du kommer til at blive stukket i det højre område af din mave med en nål, hvor vi tager en vævsprøve af dine lunger.","You will be stung in the right area of your abdomen with a needle, where we take a tissue sample of your liver.","Вам вколють голку в праву ділянку живота, де ми візьмемо зразок тканини вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,"Ви відчуєте укол в області, де ми візьмемо зразок тканини вашої печінки."
"Det er vigtigt at du sidder stille, når vi tager vævsprøven af din lever.",It is important that you sit still when we take the tissue sample from your liver.,Важливо щоб ви сиділи нерухомо коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt at du sidder stille, når vi tager en vævsprøve fra din lever.",It is very important that you sit still when we take a tissue sample from your liver.,Дуже важливо щоб ви сиділи спокійно коли ми будемо брати зразок тканини з вашої печінки.
"Du kommer til at mærke et prik, når vævsprøven bliver taget.",You will feel a  when the tissue sample is taken.,Ви відчуєте укол під час взяття зразка тканини.
"Du vil føle en nålestiksfornemmelse i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will feel a needle-like sensation in the right area of your abdomen, where we take a tissue sample of your lungs.","У вас буде відчуття уколу в правій частині живота, де ми візьмемо зразок тканини ваших легенів."
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take a tissue sample of your liver.,"Ви відчуєте поколювання, коли ми будемо брати зразок тканини вашої печінки."
"Vær venlig at forblive rolig, mens vi tager vævsprøven af din lever.",Please remain calm while we take the tissue sample of your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини вашої печінки."
"Det er vigtigt, at du forbliver stille, mens vi tager en vævsprøve af din lever.",It is important that you remain still while we take a tissue sample of your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини вашої печінки.
"Du vil mærke en prikken, når vævsprøven bliver taget fra din lever.",You will feel a ling sensation when the tissue sample is taken from your liver.,Ви відчуєте поколювання коли ми будемо брати зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver i ro, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample of your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини вашої печінки.
"Du kan muligvis føle et stik, når vi tager en vævsprøve af din lever.",You may possibly feel a sting when we take a tissue sample of your liver.,Ви можете відчути укол коли ми будемо брати зразок тканини вашої печінки.
"Det er vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is important that you sit still during the tissue sampling of your liver.,Важливо щоб ви сиділи нерухомо під час взяття зразка тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small sting when the tissue sample is taken from your liver.,Ви відчуєте легкий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Det er meget vigtigt, at du forbliver rolig under vævsprøvetagningen af din lever.",It is very important that you remain calm during the tissue sampling of your liver.,Дуже важливо щоб ви зберігали спокій під час взяття зразка тканини вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will experience a tingling sensation when we take the tissue sample of your liver.,Ви відчуєте поколювання коли ми будемо брати зразок тканини вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven af din lever.",Please remain still while we take the tissue sample of your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample of your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини вашої печінки."
"Du vil mærke et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will feel a  in the right area of your abdomen, where we take a tissue sample of your lungs.","Ви відчуєте укол у правій ділянці живота, де ми візьмемо зразок тканини ваших легенів."
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will experience a tingling sensation when we take the tissue sample of your liver.,Ви відчуєте поколювання коли ми будемо брати зразок тканини вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи спокійно під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will feel a small sting when the tissue sample is taken from your liver.,Ви відчуєте легкий укол коли ми візьмемо зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
Vær venlig at sidde stille under vævsprøvetagningen af din lever.,Please sit still during the tissue sampling of your liver.,"Будь ласка, сидіть нерухомо під час взяття зразка тканини вашої печінки."
"Du vil føle en nålestiksfornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a needle-like sensation when the tissue sample is taken from your liver.,У вас буде відчуття схоже на укол голкою коли ми будемо брати зразок тканини з вашої печінки.
"Det er vigtigt, at du forbliver rolig, mens vi tager vævsprøven af din lever.",It is important that you remain calm while we take the tissue sample of your liver.,Важливо щоб ви залишалися спокійними поки ми беремо зразок тканини вашої печінки.
"Du vil opleve en prikkende fornemmelse, når vi tager en vævsprøve af din lever.",You will experience a tingling sensation when we take the tissue sample of your liver.,Ви відчуєте поколювання коли ми будемо брати зразок тканини вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample of your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини вашої печінки."
"Du vil føle et stik, når vævsprøven bliver taget fra din lever.",You will feel a  when the tissue sample is taken from your liver.,Ви відчуєте укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain still while we take the tissue sample from your liver.,"Будь ласка, залишайтеся нерухомими поки ми беремо зразок тканини з вашої печінки."
"Det er vigtigt, at du sidder stille, mens vi tager en vævsprøve af din lever.",It is important that you sit still while we take a tissue sample of your liver.,Важливо щоб ви сиділи нерухомо поки ми беремо зразок тканини вашої печінки.
"Du vil mærke et lille stik, når vævsprøven bliver taget af din lever.",You will feel a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive rolig, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vævsprøven bliver taget fra din lever.",You will feel a tingling sensation when the tissue sample is taken from your liver.,Ви відчуєте пощипування коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at sidde stille, mens vi tager vævsprøven af din lever.",Please sit still while we take the tissue sample from your liver.,"Будь ласка, сидіть нерухомо поки ми беремо зразок тканини з вашої печінки."
"Du vil opleve et prik i det højre område af din mave, hvor vi tager en vævsprøve af dine lunger.","You will experience a  in the right area of your abdomen, where we take a tissue sample of your lungs.","Ви відчуєте укол у правій ділянці живота, де ми візьмемо зразок тканини ваших легенів."
"Det er vigtigt, at du forbliver stille, mens vi tager vævsprøven fra din lever.",It is important that you remain still while we take the tissue sample from your liver.,Важливо щоб ви залишалися нерухомими поки ми беремо зразок тканини з вашої печінки.
"Vær venlig at sidde roligt, mens vi tager vævsprøven af din lever.",Please sit calmly while we take the tissue sample from your liver.,"Будь ласка, сидіть спокійно поки ми беремо зразок тканини з вашої печінки."
"Du vil føle en prikkende fornemmelse, når vi tager vævsprøven af din lever.",You will feel a tingling sensation when we take the tissue sample from your liver.,Ви відчуєте поколювання коли ми будемо брати зразок тканини з вашої печінки.
"Det er meget vigtigt, at du sidder stille under vævsprøvetagningen af din lever.",It is very important that you sit still during the tissue sampling of your liver.,Дуже важливо щоб ви сиділи нерухомо під час взяття зразка тканини вашої печінки.
"Du vil opleve et lille stik, når vævsprøven bliver taget fra din lever.",You will experience a small  when the tissue sample is taken from your liver.,Ви відчуєте невеликий укол коли ми будемо брати зразок тканини з вашої печінки.
"Vær venlig at forblive i ro, mens vi tager vævsprøven fra din lever.",Please remain calm while we take the tissue sample from your liver.,"Будь ласка, зберігайте спокій поки ми беремо зразок тканини з вашої печінки."
"Du vil mærke et prik i området, hvor vi tager en vævsprøve af din lever.",You will feel a  in the area where we take a tissue sample of your liver.,Ви відчуєте укол в області де ми будемо брати зразок тканини вашої печінки.
