danish,english,ukranian
Har du problemer med at være i overfyldte køer eller linjer?,you have trouble being in crowded queues or lines ?,Чи відчуваєте ви труднощі в переповнених чергах?
Føler du dig nervøs i stramme trapper eller korridorer?,you feel nervous in tight stairwells or corridors ?,Чи нервуєте ви на тісних сходових клітках або в коридорах?
Har du oplevet angst stramme eller små rum?,Have you experienced anxiety tight or small spaces ?,Чи відчуваєте ви тривогу в тісному або обмеженому просторі?
Føler du dig utilpas offentlig transport med mange mennesker?,Do you feel uncomfortable public transport with many people ?,Чи відчуваєте ви дискомфорт у громадському транспорті де багато людей?
Du havde problemer med at være i snævre rum som elevatorer eller smalle værelser?,you had problems being in tight spaces like elevators or narrow rooms ?,"Чи виникали у вас проблеми з перебуванням у тісному просторі, наприклад, у ліфті чи вузькому приміщенні?"
Føler du dig utilpas i overfyldte værelser?,Do feel uncomfortable in crowded rooms ?,Чи відчуваєте ви дискомфорт у переповнених приміщеннях?
Havde du problemer med at være overfyldt?,you had trouble being in crowded places ?,Чи виникали у вас проблеми в багатолюдних місцях?
Føler du klaustrofobisk i stramme parkeringspladser parkeringspladser?,Do you feel claustrophobic in tight parking lots parking spaces ?,Чи відчуваєте ви клаустрофобію на тісних парковках або стоянках?
Har du oplevet ubehag i overfyldte haller andre stramme områder?,Have you experienced discomfort in crowded halls other tight areas ?,Чи відчуваєте ви дискомфорт у переповнених залах або інших тісних приміщеннях?
Har panik i overfyldte koncerter eller festivaler?,Have panicked in crowded concerts or festivals ?,Чи панікували ви на переповнених концертах або фестивалях?
Føler du dig nervøs overfyldte sammenkomster?,Do you feel nervous crowded gatherings ?,Чи нервуєте ви на багатолюдних зібраннях?
Du oplevede angst i overfyldte indkøbscentre?,you experienced anxiety in crowded shopping malls ?,Чи відчували ви тривогу в багатолюдних торгових центрах?
Føler du dig utilpas i overfyldte busser?,you feel uncomfortable in crowded buses ?,Чи відчуваєте ви дискомфорт у переповнених автобусах?
Har du haft problemer med overfyldte begivenheder?,Have you had trouble in crowded events ?,Чи виникали у вас проблеми на багатолюдних заходах?
Føler du dig utilpas i overfyldte områder?,Do feel uncomfortable in crowded areas ?,Чи відчуваєте ви дискомфорт у багатолюдних місцях?
Har der været problemer i overfyldte områder?,Have had problems being in crowded areas ?,Чи виникали у вас проблеми з перебуванням у багатолюдних місцях?
Føler du dig klaustrofobisk i overfyldte områder?,Do feel claustrophobic in crowded areas ?,Чи відчуваєте ви клаустрофобію в багатолюдних місцях?
Har du været bekymret på overfyldte steder eller områder?,Have experienced anxiety in crowded places or areas ?,Чи відчували ви занепокоєння в місцях великого скупчення людей?
Føler du dig fanget overfyldte steder eller områder?,Do you feel trapped crowded places or areas ?,Чи відчуваєте ви себе замкненим у людних місцях чи приміщеннях?
Føler du dig nervøs i overfyldte områder eller værelser?,you feel nervous in crowded areas or rooms ?,Чи нервуєте ви в багатолюдних місцях або приміщеннях?
Føler du dig utilpas overfyldte værelser?,Do you feel uncomfortable crowded rooms ?,Чи відчуваєте ви дискомфорт у переповнених приміщеннях?
Har du allergi?,you have any allergies ?,Чи є у вас алергія?
Er du allergisk?,Are you allergic anything ?,Чи є у вас алергія на що-небудь?
Har du kendt allergier?,Do you have known allergies ?,Чи знаєте ви про наявність у вас алергії?
Har du oplevet allergiske reaktioner før?,Have experienced allergic reactions before ?,Чи ви мали алергічні реакції раніше?
"Er der noget, du ikke tolererer på grund af allergi?",Is there anything you not tolerate due to allergies ?,"Чи є щось, що ви не можете переносити через алергію?"
Har du allergiske symptomer før?,Have you allergic symptoms before ?,Чи були у вас раніше алергічні симптоми?
"Er stoffer eller fødevarer, du har brug for at undgå på grund af allergi?",Are substances or foods you need to avoid due to allergies ?,"Чи є речовини або продукти, яких вам потрібно уникати через алергію?"
Har du nogensinde haft allergiske reaktioner medicin?,Have you ever had allergic reactions medication ?,Чи були у вас коли-небудь алергічні реакції на ліки?
Har du oplevet allergiske symptomer såsom hævelse kløe?,Have you experienced allergic symptoms such as swelling itching ?,"Чи були у вас алергічні симптоми, такі як набряк або свербіж?"
"Har du nogensinde allergiske reaktioner, såsom hævelse eller kløe?","Have you ever allergic reactions , such as swelling or itching ?","Чи були у вас коли-небудь алергічні реакції, такі як набряк або свербіж?"
"Er bekendt med symptomer på allergiske reaktioner, såsom hævelse eller kløe?","Are familiar with symptoms of allergic reactions , such as swelling or itching ?","Чи знайомі ви з такими симптомами алергічних реакцій, як набряк або свербіж?"
Har du oplevet hævelse eller kløe på grund af allergi?,Have experienced swelling or itching due to allergy ?,Чи був у вас набряк або свербіж через алергію?
Er du bekendt oplever allergiske symptomer som hævelse eller kløe?,Are you familiar experiencing allergic symptoms like swelling or itching ?,"Чи знайомі ви з такими алергічними симптомами, як набряк або свербіж?"
Har du haft allergiske reaktioner i fortiden involverer hævelse kløe?,Have you had allergic reactions in the past involving swelling itching ?,"Чи були у вас в минулому алергічні реакції, що включали набряк або свербіж?"
har du oplevet nogen form for allergisk hævelse eller kløe før?,you experienced any type of allergic swelling or itching before ?,Чи були у вас раніше алергічні набряки або свербіж?
"Er du klar over allergi symptomer, herunder hævelse eller kløe?","Are you aware allergy symptoms , including swelling or itching ?","Чи знаєте ви про симптоми алергії, такі як набряк або свербіж?"
"Har du allergiske reaktioner, der manifesterede sig som hævelse eller kløe?",Have you allergic reactions that manifested as swelling or itching ?,"Чи були у вас алергічні реакції, які проявлялися у вигляді набряку або свербіння?"
Har du oplevet noget ubehag kunne være allergisk hævelse eller kløe?,Have you experienced any discomfort could be allergic swelling or itching ?,"Чи відчували ви дискомфорт, який може бути пов'язаний з алергічним набряком або свербінням?"
Har du allergiske symptomer resulterer i hævelse eller kløe?,Have you allergic symptoms resulting in swelling or itching ?,"Чи були у вас алергічні симптоми, що призводили до набряку або свербежу?"
Har du haft nogen allergiske reaktioner kontrastmidler?,Have you had any allergic reactions contrast agents ?,Чи були у вас алергічні реакції на контрастні речовини?
Har du oplevet allergiske reaktioner visse fødevarer?,Have you experienced allergic reactions certain foods ?,Чи були у вас алергічні реакції на певні продукти харчування?
Er allergiske over for nogen fødevarer?,Are allergic to any foods ?,Чи є у вас алергія на якісь продукти харчування?
Har du haft allergiske reaktioner spise visse fødevarer?,Have you had allergic reactions eating certain foods ?,Чи були у вас алергічні реакції після вживання певних продуктів?
"der fødevarer, du reagerer allergisk over for?",there foods you react allergic to ?,Чи є у вас алергія на якусь їжу?
har du oplevet allergiske symptomer relateret til fødeindtagelse?,you experienced allergic symptoms related to food intake ?,"Чи виникали у вас алергічні симптоми, пов'язані з прийомом їжі?"
"Er der fødevarer, du har brug for at undgå behørig allergi?",Are there foods you need avoid due allergy ?,"Чи є продукти, яких вам потрібно уникати через алергію?"
Har nogen allergiske reaktioner relateret til fødeindtagelse?,Have had any allergic reactions related to food intake ?,"Чи були у вас алергічні реакції, пов'язані з прийомом їжі?"
Har du erfaring med allergiske reaktioner mad?,Do you have experience with allergic reactions food ?,Чи є у вас досвід алергічних реакцій на їжу?
Er der specifikke fødevarer ved er allergiske over for?,Are there specific foods know are allergic to ?,"Чи є якась конкретна їжа, на яку ви знаєте у вас є алергія?"
Har du oplevet allergiske symptomer på grund af mad?,Have experienced any allergic symptoms due to food ?,Чи виникали у вас алергічні симптоми через їжу?
Har du haft nyreproblemer?,Have had kidney problems ?,Чи були у вас проблеми з нирками?
Er der nogen sundhedsmæssige bekymringer vedrørende dine nyrer?,Are any health concerns regarding your kidneys ?,Чи є у вас якісь проблеми зі здоров'ям стосовно ваших нирок?
Har du nogen nyre diagnoser?,Do you any kidney diagnoses ?,Чи є у вас діагнози стосовно нирок?
Er der tegn på nyresygdom i dig?,Are signs of kidney disease in you ?,Чи є у вас ознаки захворювання нирок?
har du oplevet symptomer eller ubehag relateret til dine nyrer?,you experienced symptoms or discomfort related to your kidneys ?,"Чи відчували ви симптоми або дискомфорт, пов'язані з нирками?"
Er der en familie historie af nyresygdom din familie?,Is there a family history of kidney disease your family ?,Чи є у вашій родині випадки захворювань нирок?
Har du for nylig undersøgt nyrerne?,Have you recently examined kidneys ?,Чи обстежували ви останнім часом свої нирки?
Har du haft nogen nyresygdomme?,Have had any kidney diseases ?,Чи були у вас захворювання нирок?
Har du haft nyretests for nylig?,Have you had recent kidney tests ?,Чи робили ви останнім часом обстеження нирок?
Har du fået en blodprøve?,Have had a blood test ?,Ви робили аналіз крові?
Har du nyreproblemer før?,Have you kidney problems before ?,Чи були у вас раніше проблеми з нирками?
Har du haft nyreundersøgelser for nylig?,you had any recent kidney examinations ?,Чи робили ви останнім часом обстеження нирок?
havde du symptomer på nyreproblemer?,you had symptoms of kidney problems ?,Чи були у вас симптоми проблем з нирками?
Har du haft nyresygdom nyreproblemer i fortiden?,Have you had kidney disease kidney problems in the past ?,Чи були у вас захворювання нирок або проблеми з нирками в минулому?
Er der tegn på nyresygdom?,Are there indications of kidney disease ?,Чи є у вас ознаки захворювання нирок?
Har du bemærket ændringer i vandladning eller nyrefunktion?,Have you noticed changes in urination or kidney function ?,Чи помічали ви зміни в сечовипусканні або роботі нирок?
Fik du undersøgt din nyrefunktion?,you had your kidney function examined ?,Чи проходили ви обстеження функції нирок?
Har du fået taget en blodprøve?,Have you had blood test ?,Чи робили ви аналіз крові?
Er du blevet testet en blodprøve?,Have you been tested a blood test ?,Чи вам коли-небудь робили аналіз крові?
Har du taget en blodprøve?,Have you to a blood test examination ?,Чи проходили ви обстеження крові на аналіз?
Har blod taget fra dig?,Has blood taken from you ?,Чи брали у вас кров?
Fik du taget blod?,you had blood taken ?,У вас брали кров?
Er du blevet prikket i fingeren eller armen en blodprøve?,Have you been pricked in the finger or arm a blood test ?,Вам кололи палець або руку для аналізу крові?
Har du været i laboratoriet til en blodprøve?,Have you been to laboratory for a blood test ?,Чи були ви в лабораторії для аналізу крові?
Har du deltaget i en blodprøve?,Have participated in a blood test ?,Ви брали участь в аналізі крові?
Er der foretaget en blodprøve på dig?,a blood test been conducted on you ?,Чи проводили вам аналіз крові?
Har De gennemgået en blodprøve?,Have undergone a blood test procedure ?,Чи проходили ви процедуру аналізу крові?
Er der taget blod fra?,Has blood been taken from ?,Чи брали у вас кров?
Har du været en blodprøve?,Have you been a blood examination ?,Чи були ви на обстеженні крові?
Blev du bedt om en blodprøve?,you been asked to have a blood test ?,Вам призначали аналіз крові?
Har du taget blod til analyse?,Have you blood taken for analysis ?,Чи брали у вас кров на аналіз?
Er du blevet testet ved hjælp af blodprøver?,you been tested using blood tests ?,Чи обстежувалися ви за допомогою аналізу крові?
Har du taget en blodprøve?,Have you to a blood test ?,Ви були на аналізі крові?
Havde du en blodprøve?,you had a blood test ?,Ви здавали аналіз крові?
Er du blevet undersøgt med en blodprøve?,you been examined with a blood test ?,Ви проходили обстеження з аналізом крові?
Havde du en blodscreening?,you had a blood screening ?,Ви робили скринінг крові?
Har du været til blodprøve?,Have you been to blood test ?,Ви були на аналізі крові?
Har du haft diabetes?,Have had diabetes ?,У вас був діабет?
Er du diabetiker?,you diabetic ?,Ви хворієте на діабет?
er du blevet diagnosticeret med diabetes?,you been diagnosed with diabetes ?,Чи був у вас діагноз цукровий діабет?
Har du sukkersyge?,Do you diabetes ?,Ви хворієте на діабет?
"er der tegn på, at du har diabetes?",there signs that you have diabetes ?,Чи є у вас ознаки діабету?
Har du oplevet symptomer diabetes?,Have you experienced symptoms diabetes ?,Чи відчували ви симптоми діабету?
Har du diabetes eller prediabetes?,you have diabetes or prediabetes ?,У вас є діабет або переддіабет?
Kender du symptomerne på diabetes?,you familiar with the symptoms of diabetes ?,Чи відомі вам симптоми діабету?
Har nogen familie historie diabetes?,Do have any family history of diabetes ?,Чи є у вашій родині хворі на діабет?
Har du haft blodsukkerproblemer?,Have you had blood sugar problems ?,Чи були у вас проблеми з рівнем цукру в крові?
Er du diabetesrisikogruppen?,Are you the diabetes risk group ?,Чи належите ви до групи ризику діабету?
Formanden. - Næste punkt på dagsordenen er betænkning (dok.,there any concern about diabetes ?,Чи є у вас занепокоєння щодо діабету?
Er det blevet testet for diabetes?,Have been tested for diabetes ?,Чи проходили ви обстеження на діабет?
Har du risikofaktorer for diabetes?,Do you have risk factors for diabetes ?,Чи є у вас будь-які фактори ризику розвитку діабету?
Har haft nogen diabetes-relaterede komplikationer?,Have had any diabetes-related complications ?,Чи були у вас ускладнення пов'язані з діабетом?
Har du haft problemer med at regulere dit blodsukker?,Have had trouble regulating your blood sugar ?,Чи були у вас проблеми з регулюванням рівня цукру в крові?
Er der nogen tegn på diabetes i dig?,Are there any signs diabetes in you ?,Чи є у вас ознаки діабету?
Har De erklæret Dem diabetiker?,Have declared diabetes ?,Чи виявляли у вас діабет?
har du bemærket ændringer i din krop med hensyn til dit blodsukker?,you noticed changes in your body regarding your blood sugar ?,Чи помічали ви зміни у вашому організмі пов'язані з рівнем цукру в крові?
havde du tidligere problemer med dit blodsukker?,you had any previous problems with your blood sugar ?,Чи були у вас раніше проблеми з рівнем цукру в крові?
Har du nogen sygdomme relateret til dit blodsukker?,Do have any diseases related to your blood sugar ?,Чи є у вас захворювання пов'язані з рівнем цукру в крові?
oplever du hyppig vandladning?,you experience frequent urination ?,Чи спостерігається у вас часте сечовипускання?
"Har du nyreproblemer, der forårsagede hyppig vandladning?",Have you kidney problems that caused frequent urination ?,"Чи були у вас проблеми з нирками, які викликали часте сечовипускання?"
Har du nogen uforklarlige vægttab?,Have you any unexplained weight loss ?,Чи траплялося у вас безпричинне схуднення?
Har du oplevet hyppig træthed udmattelse?,Have you experienced frequent fatigue exhaustion ?,Чи відчували ви часту втому або виснаження?
Har du oplevet hyppige infektioner?,Have experienced frequent infections ?,Чи часто ви підхоплювали інфекції?
Havde du svært ved at hele sår eller ridser?,you had difficulty healing wounds or scratches ?,Чи були у вас труднощі з загоєнням ран або подряпин?
Har du oplevet nogen form for prikkende din kropsdele?,Have you experienced any form of tingling your body parts ?,Чи відчували ви поколювання у будь-якій частині тіла?
Har du oplevet nogen prikken eller følelsesløshed i tæer eller fingre?,Have you experienced any tingling or numbness in toes or fingers ?,Чи відчували ви поколювання або оніміння в пальцях рук або ніг?
Har du oplevet hyppige muskelkramper?,you experienced frequent muscle cramps ?,Чи траплялися у вас часті м'язові судоми?
Har du haft ændringer i din appetit eller spisevaner?,Have you had changes in your appetite or eating habits ?,Чи були у вас зміни щодо апетиту або харчових звичок?
har du oplevet hyppige hovedpiner eller migræne?,you experienced frequent headaches or migraines ?,Чи виникали у вас часті головні болі або мігрені?
bemærkede du ændringer i din hud?,you noticed changes in your skin ?,Чи помічали ви зміни стану вашої шкіри?
Har du oplevet hyppige perioder kvalme eller opkastning?,Have you experienced frequent periods nausea or vomiting ?,Чи траплялися у вас часті випадки нудоти або блювоти?
Har du hyppige følelsesmæssige humørsvingninger?,Have you frequent emotional mood swings ?,Чи були у вас часті перепади настрою?
har du oplevet hyppigere urinvejsinfektioner?,you experienced more frequent urinary tract infections ?,Чи траплялися у вас інфекції сечовивідних шляхів?
Har du bemærket ændringer i synet for nylig?,Have you noticed changes in vision recently ?,Чи помічали ви останнім часом зміни в стані вашого зору?
Du havde øget tørst og væskeindtag?,you had increased thirst and fluid intake ?,Чи збільшилася у вас спрага та споживання рідини?
"Har du oplevet hyppige ture til badeværelset, især om natten?","Have you experienced frequent trips to the bathroom , especially at night ?","Чи стали ви частіше ходити до туалету, особливо вночі?"
Har du bemærket ændringer i din hukommelse eller koncentration?,Have noticed changes in your memory or concentration ?,Чи помічали ви зміни у вашій пам'яті або концентрації?
Har du haft hyppige problemer med svækket immunitet?,Have you had frequent problems with weakened immunity ?,Чи стали у вас частіше виникати проблеми з ослабленим імунітетом?
Har du bemærket ændringer i dit blodsukker?,Have you noticed changes your blood sugar levels ?,Чи помічали ви зміни в рівні цукру в крові?
Har du oplevet hyppigere svimmelhed eller besvimelse?,Have experienced more frequent periods of dizziness or fainting ?,Чи стали у вас частішими періоди запаморочення або непритомності?
Har du haft ændringer i puls eller blodtryk?,Have you had changes in pulse or blood pressure ?,Чи були у вас зміни в пульсі або кров'яному тиску?
Har du bemærket ændringer i åndedrættet eller åndenød?,Have you noticed changes your breathing or shortness of breath ?,Чи помічали ви у себе зміну в диханні або прояви задишки?
Har du oplevet hyppigere perioder med svaghed nedsat energi?,Have you experienced more frequent periods of weakness decreased energy ?,Чи траплялися у вас частіші періоди слабкості або знесилення?
Har du sukkersyge?,Do you diabetes ?,Чи є у вас діабет?
er der noget med dit blodsukker?,there anything with your blood sugar ?,Чи є у вас проблеми з рівнем цукру в крові?
har du oplevet udfordringer med sukkerbalance?,you experienced challenges with sugar balance ?,Чи виникали у вас проблеми з цукровим балансом?
er der tegn på sukkeruligevægt i din krop?,there signs of sugar imbalance in your body ?,Чи є ознаки дисбалансу цукру у вашому організмі?
Har du bemærket ændringer i din energi due sukker?,Have you noticed changes in your energy due sugar ?,Чи помітили ви зміни у вашій енергії пов'язані з цукром?
Har du oplever med blodsukker problemer?,Do you experience with blood sugar problems ?,Чи стикалися ви з проблемами рівня цукру в крові?
Har du brug for at være opmærksom på dit blodsukker?,Do you need to be mindful your blood sugar level ?,Чи потрібно вам стежити за рівнем цукру в крові?
Er der tegn på blodsukkerforstyrrelser i kroppen?,Are there signs blood sugar imbalance in your body ?,Чи є у вас ознаки дисбалансу цукру в крові?
ustabilt blodsukker?,your blood sugar unstable ?,Ваш рівень цукру в крові нестабільний?
Er Deres blodsukker udfordret?,your blood sugar challenged ?,У вас є проблеми з рівнем цукру в крові?
har du haft blodsukkerproblemer?,you experienced blood sugar problems ?,Чи були у вас проблеми з рівнем цукру в крові?
Har du brug for at holde styr på dit blodsukker?,Do need to keep track of your blood sugar ?,Чи потрібно вам стежити за рівнем цукру в крові?
Kender du blodsukkeret i kroppen?,Are you aware the blood sugar in your body ?,Чи знаєте ви про рівень цукру у вашому організмі?
påvirker blodsukkeret?,your blood sugar affected ?,Чи є у вас порушення рівня цукру в крові?
Har De erfaring med sukkersvingninger?,Do have experience with sugar fluctuations ?,Чи стикалися ви з коливаннями рівня цукру в крові?
Er dit blodsukker en udfordring for dig?,Is your blood sugar a challenge you ?,Чи є рівень цукру в крові для вас проблемою?
Er der noget blodsukker?,Is there anything your blood sugar ?,Чи є у вас якісь проблеми з рівнем цукру в крові?
Er blodsukkeret ude af balance?,Is blood sugar imbalanced ?,Ваш рівень цукру в крові незбалансований?
Er blodsukker et problem?,Is blood sugar a problem ?,Чи є ваш рівень цукру в крові проблемою?
skal du kontrollere dit blodsukker?,you need to control your blood sugar ?,Чи потрібно вам контролювати рівень цукру в крові?
Er De særlig opmærksom på Deres blodsukker?,Are particularly mindful of your blood sugar ?,Чи слідкуєте ви за рівнем цукру в крові?
Er der noget med blodsukker i kroppen?,Is anything with blood sugar in your body ?,Чи є щось не так з рівнем цукру у вашому організмі?
Har du haft blodsukkerproblemer?,Have had blood sugar problems ?,Чи були у вас проблеми з рівнем цукру в крові?
Har du oplevet symptomer med blodsukker?,Have you experienced symptoms with blood sugar ?,"Чи відчували ви симптоми, пов'язані з рівнем цукру в крові?"
Er der risiko for blodsukkerproblemer?,Are you risk for blood sugar problems ?,Чи є у вас ризик виникнення проблем з рівнем цукру в крові?
Har du brug for at kontrollere blodsukkeret regelmæssigt?,Do you need to regularly monitor blood sugar ?,Чи потрібно вам регулярно контролювати рівень цукру в крові?
Har du brug for at regulere blodsukker?,Do you need to regulate blood sugar ?,Чи потрібно вам регулювати рівень цукру в крові?
Er Deres blodsukkerkontrol?,Is your blood sugar control ?,Чи контролюєте ви рівень цукру в крові?
Er dit blodsukker et fokus på dig?,Is your blood sugar a focus you ?,Чи звертаєте ви увагу на рівень цукру в крові?
Har du brug for at holde øje med dit sukkerindtag?,Do need to keep an eye on your sugar intake ?,Чи потрібно вам стежити за споживанням цукру?
"Er dit blodsukker noget, du tror?",Is your blood sugar something you think ?,Чи замислюєтеся ви про рівень цукру в крові?
Er dit blodsukker noget overvågning?,Is your blood sugar something monitor ?,Чи контролюєте ви рівень цукру в крові?
"blodsukker noget, du skal overveje?",blood sugar something you need to consider ?,Чи потрібно вам враховувати рівень цукру в крові?
påvirker blodsukkeret din daglige rutine?,blood sugar influence your daily routine ?,Чи впливає рівень цукру в крові на ваш розпорядок дня?
Tager du medicin?,Are you taking form of medication ?,Чи приймаєте ви якісь ліки?
Er du på medicin?,Are on medication ?,Ви приймаєте ліки?
Bruger du medicin?,you using medication ?,Чи застосовуєте ви медикаменти?
Tager du medicin?,Are you taking form of medication ?,Чи приймаєте ви якісь ліки?
Får du receptpligtig medicin?,Are receiving prescription medication ?,Чи отримуєте ліки за рецептом?
Tager du medicin?,Are taking medications ?,Чи приймаєте ви медикаменти?
"har du medicin, du tager regelmæssigt?",you have medication you take regularly ?,"Чи є у вас ліки, які ви регулярно приймаєте?"
Får du medicin?,Are you receiving forms of medication ?,Чи отримуєте ви якісь лікарські препарати?
Er du under nogen form medicinsk behandling?,Are you undergoing any form medical treatment ?,Чи отримуєте ви будь-яке медичне лікування?
Bruger du medicin hver dag?,you use medication daily ?,Чи вживаєте ви ліки щодня?
Er du læge?,Are you medical treatment ?,Чи знаходитесь ви на медичному лікуванні?
Tager du nogen piller?,Are taking any kind of pills ?,Чи приймаєте ви якісь таблетки?
Får du recepter af lægen?,Are you receiving prescriptions the doctor ?,Чи отримуєте ви рецепти від лікаря?
Har du nogen recepter?,Do you any medical prescriptions ?,Чи є у вас якісь медичні рецепти?
Tager du nogen form medicin regelmæssigt?,Are you taking any form medication regularly ?,Чи приймаєте ви регулярно якісь ліки?
Har du medicinske præparater?,Do you have medical preparations ?,Чи маєте ви якісь медичні препарати?
Bruger medicin til at styre en tilstand?,Are using medication to manage a condition ?,Чи використовуєте ви ліки для покращення самопочуття?
Modtager du nogen former medicin fra apoteket?,Are you receiving any forms medication from the pharmacy ?,Чи одержуєте ви якісь ліки в аптеці?
Er du i øjeblikket på medicin?,Are you currently on medication ?,Чи вживаєте ви зараз якісь ліки?
Tager du nogen form medicin i øjeblikket?,Are you taking any form medication currently ?,Чи приймаєте ви зараз будь-які ліки?
Har du nogen receptpligtig medicin?,Do you any prescription medications ?,"Чи є у вас ліки, які відпускаються за рецептом?"
Bruger du nogen former for medicin?,Are using any forms of medication ?,Чи вживаєте ви будь-які форми ліків?
Du på nogen form for medicin?,you on any form of medication ?,Чи приймаєте ви зараз якісь ліки?
Får du medicinsk behandling?,you receiving medical treatment ?,Чи отримуєте ви медичне лікування?
Tager du medicin som en del af den daglige rutine?,Do you take medication as part of daily routine ?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du brug for medicin hver dag?,you need medication daily ?,Чи потрібні вам ліки щодня?
Tager du medicin som en del af en behandlingsplan?,you take medication as part of a treatment plan ?,Чи приймаєте ви ліки в рамках плану лікування?
Er på nogen form for medicin på daglig basis?,Are on any form of medication on a daily basis ?,Чи приймаєте ви якісь ліки щодня?
Modtager du medicin for at forbedre din helbredstilstand?,Are receiving medication to improve your health condition ?,Чи приймаєте ви ліки для покращення стану здоров'я?
Tager du medicin som en del af din daglige rutine?,Do take medication as part of your daily routine ?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du prøvet at få kontrastfarve til røntgenbilleder?,Have ever tried getting contrast dye for X-rays ?,Чи намагалися ви коли-небудь приймати контрастну речовину для рентгену?
Har du prøvet at blive injiceret med jodkontrast i åre?,Have you ever tried getting injected with iodine contrast into vein ?,Чи намагалися ви коли-небудь робити ін'єкцію йодного контрасту у вену?
Har du prøvet at få jodholdige kontraster før?,Have tried getting iodine-containing contrast before ?,"Чи намагалися ви раніше вводити контраст, що містить йод?"
Har du prøvet at få røntgen kontrast injiceret i vene før?,Have you tried getting X-ray contrast injected into vein before ?,Чи намагалися ви коли-небудь раніше вводити рентгеноконтрастну речовину у вену?
Har du nogensinde fået noget injiceret i en blodåre en radiologi afdeling?,Have you ever had something injected into a vein a radiology department ?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
Har man før fået røntgenkontrast?,Have been given X-ray contrast before ?,Чи вводили вам раніше рентгенконтрастні речовини?
"Skete der noget sidste gang, du fik kontrast?",anything happen last time you got contrast ?,Чи сталося щось минулого разу коли вам вводили контраст?
"Skete der noget sidste gang, du fik indsprøjtning af kontrasten?",Did anything happen last time you got contrast injected ?,Чи сталося щось під час вашої останньої ін'єкції контрасту?
Er der givet nogen form for medicin på en radiologi afdeling før?,Have been given any form of medication at a radiology department before ?,Чи давали вам раніше будь-які ліки у рентгенівському відділенні?
Prøvede du at få X-ray kontrast farvestof?,you tried getting X-ray contrast dye ?,Чи пробували ви приймати рентгеноконтрастний барвник?
Har du prøvet at blive injiceret med jodkontrast i åre?,Have you ever tried getting injected with iodine contrast into vein ?,Чи пробували ви коли-небудь отримувати ін'єкцію йодного контрасту у вену?
Prøvede du at få jodholdige kontraster før?,you tried getting iodine-containing contrast before ?,Чи пробували ви раніше отримувати йодовмісний контраст?
Har du prøvet at få røntgen kontrast injiceret en vene før?,Have you tried getting X-ray contrast injected a vein before ?,Чи пробували ви раніше отримувати рентгеноконтрастний препарат у вену?
Har du nogensinde fået noget sprøjtet en åre på en radiologi afdeling?,Have you ever had something injected a vein at a radiology department ?,Чи вводили вам коли-небудь щось у вену в рентгенівському відділенні?
Har man før fået røntgenkontrast?,Have been given X-ray contrast before ?,Чи вводили вам раніше рентгенконтрастні препарати?
Skete der noget sidste gang?,Did anything happen last time got contrast ?,Чи сталося що-небудь минулого разу коли вам вводили контраст?
"Skete der noget sidste gang, der blev injiceret kontrast?",Did anything happen last time got contrast injected ?,Чи сталося щось під час останньої вашої ін'єкції контрасту?
Har du fået medicin på radiologiafdelingen før?,Have you been given form of medication at a radiology department before ?,Чи отримували ви раніше якісь медикаменти в рентгенівському відділенні?
Har du erfaring med at modtage X-ray kontrast?,Do have experience receiving X-ray contrast ?,Чи є у вас досвід отримання рентгенконтрастних препаратів?
Har du nogensinde fået injiceret jodkontrast i dine årer?,Have ever had iodine contrast injected in your veins ?,Чи вводили вам коли-небудь йодний контраст у вени?
Kender du til at modtage kontrast indeholdende jod?,you familiar with receiving contrast containing iodine ?,"Чи знайомі ви з прийомом контрасту, що містить йод?"
modtog du røntgenkontrast injiceret før?,you received X-ray contrast injected before ?,Чи робили вам раніше ін'єкції рентгенконтрастних препаратів?
Har du nogensinde injiceret noget i dine årer under en røntgenundersøgelse?,Have you ever anything injected into your veins during an X-ray procedure ?,Чи вводили вам коли-небудь щось у вени під час рентгенівської процедури?
Har du tidligere modtaget X-ray kontrast?,you previously received X-ray contrast ?,Чи отримували ви раніше рентгеноконтрастні препарати?
"Har du oplevet noget specifikt, du sidst har modtaget kontrast?",Did you experience anything specific you last received contrast ?,Чи відчували ви щось особливе під час останнього введення контрасту?
"Hvordan din erfaring, da du sidst modtog kontrast?",How your experience when you last received contrast ?,Які були ваші відчуття під час останнього введення контрасту?
har du fået nogen medicin under en røntgenprocedure før?,you been given any medication during an X-ray procedure before ?,Чи давали вам раніше якісь ліки під час рентгенівської процедури?
Har du prøvet at få injiceret kontrast før?,Have tried getting contrast injected before ?,Чи пробували ви раніше робити ін'єкції контрасту?
Har du nogensinde fået kontrast?,Have you ever received contrast ?,Чи отримували ви коли-небудь контраст раніше?
Er du vant til at blive injiceret i dine årer?,Are you used getting contrast injected into your veins ?,Чи звикли ви до введення контрасту у вени?
Har der været kontrast under en røntgenprocedure før?,Have received contrast during an X-ray procedure before ?,Чи вводили вам раніше контраст під час рентгену?
"Hvordan føles det, når du sidst fik kontrast injiceret?",How it feel when you last got contrast injected ?,Що ви відчували під час останньої ін'єкції контрасту?
"Var der nogen specifikke bivirkninger, du sidst har modtaget kontrast?",Were there any specific side effects you last received contrast ?,Чи були якісь специфічні побічні ефекти під час останнього введення контрасту?
