danish,english,ukranian
Er du klar over et implantat i nærheden af dit hjerte?,Are you cognisant of an implant placed near your heart?,Чи відомо вам про імплантат біля вашого серця?
findes der en pacemaker indsat i din krop?,exist there a pacemaker inserted into your body?,Чи є у вашому тілі кардіостимулятор?
Er du offer for en pacemaker til at regulere dit hjerte?,Are you victimization a pacemaker to regulate your heart?,Чи використовуєте ви кардіостимулятор для регулювання роботи серця?
"administrere du har en enhed, der hjælper med at styre din hjerterytme?",manage you have a device helping control your heart rhythm?,"Чи є у вас пристрій, який допомагає контролювати серцевий ритм?"
Er der noget elektronisk i din krop der styrer dit hjertes funktion?,Is there anything electronic in your body controlling your heart's function?,"Чи є у вашому тілі щось електронне, що контролює роботу вашого серця?"
"Har du en indre enhed, der overvåger dit hjertes elektriske signaler?",Do you have an internal device monitoring your heart's electric signals?,"Чи є у вас внутрішній пристрій, який контролює електричні сигнали вашого серця?"
Har du noget mekanisk der støtter dit hjerte?,Do you have anything mechanical supporting your heart?,"Чи є у вас щось механічне, що підтримує ваше серце?"
Er der en enhed del opretholde din puls stabilitet?,Is there a device portion maintain your heart rate stability?,"Чи є у вас пристрій, який допомагає підтримувати стабільність серцевого ритму?"
"Har du en pacemaker, der regulerer din puls?",Do you have a pacemaker regularize your heart rate?,"Чи є у вас кардіостимулятор, який регулює частоту серцевих скорочень?"
Føler du dig utilpas i lukkede rum?,Do you feel uncomfortable in enclosed spaces?,Чи відчуваєте ви дискомфорт у замкнених приміщеннях?
Føler du dig utilpas i nære omgivelser?,Do you feel uncomfortable in closely environments?,Чи відчуваєте ви дискомфорт у тісному середовищі?
Har du haft problemer med at være i elevatorer?,Have you had trouble being in elevators?,Чи були у вас проблеми з перебуванням у ліфтах?
"Føler du ubehag, når du sidder fast i forkælede rum?",Do you feel discomfort when confined in belittled spaces?,"Чи відчуваєте ви дискомфорт, перебуваючи в тісному приміщенні?"
Har du været bekymret for folk?,Have you experienced anxiety in crowd situations?,Чи траплялося вам хвилюватися у місцях великого скупчення людей?
Føler du dig nervøs i onde korridorer?,Do you feel nervous in mean corridors?,Чи нервуєте ви перебуваючи у вузьких коридорах?
Har du haft ubehagelige oplevelser i overfyldte elevatorer?,Have you had unpleasant experiences in crowded elevators?,Чи мали ви неприємний досвід у переповнених ліфтах?
Føler du dig kvalt i ydmyge rum?,Do you feel suffocated in humble spaces?,Ви відчуваєте нестачу повітря в тісному просторі?
Har du været ude for panik i uhyggelige områder?,Have you experienced panic in sozzled areas?,Чи відчували ви паніку в тісних приміщеннях?
Føler du dig fanget i formindskede rum?,Do you feel trapped in diminished spaces?,Чи відчуваєте ви себе замкненим у малих приміщеннях?
Har du problemer med at være i massebusser eller tog?,Do you have trouble being in crowd buses or trains?,Чи важко вам перебувати в переповнених автобусах або потягах?
Føler du dig utilpas i snævre rum?,Do you feel uncomfortable in tight spaces?,Чи відчуваєте ви дискомфорт у тісних місцях?
Har du haft problemer i bespottede områder?,Have you had problems in besotted areas?,Чи виникали у вас проблеми в тісних приміщеннях?
Føler du dig kvalt i venteværelser eller sammenkomster?,Do you feel choke in waiting rooms or gatherings?,Чи буває вам важко дихати в залах очікування або на зустрічах?
Har du oplevet angst i flok biografer eller teater scener?,Have you experienced anxiety in herd cinemas or theater scenes?,Чи відчували ви тривогу в переповнених кінотеатрах або театрах?
Føler du dig utilpas i små kontorlokaler eller mødelokaler?,Do you feel uncomfortable in small office rooms or meeting rooms?,Чи відчуваєте ви дискомфорт у невеликих офісних приміщеннях або кімнатах для нарад?
Har du haft problemer med at være overfyldt?,Have you had trouble being in crowded places?,Чи виникали у вас проблеми в людних місцях?
Føler du dig begrænset i flokområder?,Do you feel limited in herd areas?,Чи відчуваєте ви себе обмеженим у людних місцях?
Har du oplevet ubehag i overfyldte områder med mange mennesker?,Have you experienced discomfort in crowded areas with many people?,Чи відчуваєте ви дискомфорт у місцях великого скупчення людей?
Føler du dig klaustrofobisk i mindre rum?,Do you feel claustrophobic in minor spaces?,Чи відчуваєте ви клаустрофобію в малих приміщеннях?
Er du gået i panik i pudsede elevatorer?,Have you panicked in plastered elevators?,Чи панікували ви у тісних ліфтах?
Føler du dig fanget i usle rum?,Do you feel trapped in fuddled spaces?,Чи відчуваєте ви себе у пастці в тісному просторі?
Har du problemer med at være i push køer eller linjer?,Do you have trouble being in push queues or lines?,Чи відчуваєте ви труднощі в переповнених чергах?
Føler du dig nervøs i trappeopgange eller korridorer?,Do you feel skittish in tight stairwells or corridors?,Чи нервуєте ви на тісних сходових клітках або в коридорах?
Har du oplevet angst i snævre eller lave rum?,Have you experienced anxiety in tight or low spaces?,Чи відчуваєте ви тривогу в тісному або обмеженому просторі?
Føler du dig utilpas i offentlig transport med mange mennesker?,Do you feel uncomfortable in public transport with many people?,Чи відчуваєте ви дискомфорт у громадському транспорті де багато людей?
Har du haft problemer med at være i snævre rum som elevatorer eller indsnævringsrum?,Have you had problems being in tight spaces like elevators or constrict rooms?,"Чи виникали у вас проблеми з перебуванням у тісному просторі, наприклад, у ліфті чи вузькому приміщенні?"
Føler du dig utilpas i overfyldte værelser?,Do you feel uncomfortable in crowded rooms?,Чи відчуваєте ви дискомфорт у переповнених приміщеннях?
Har du haft problemer med at være på flokpladser?,Have you had trouble being in herd places?,Чи виникали у вас проблеми в багатолюдних місцях?
Føler du dig klaustrofobisk på stive parkeringspladser eller parkeringspladser?,Do you feel claustrophobic in stiff parking lots or parking spaces?,Чи відчуваєте ви клаустрофобію на тісних парковках або стоянках?
Har du oplevet ubehag i overfyldte haller eller andre krakkede områder?,Have you experienced discomfort in crowded halls or other crocked areas?,Чи відчуваєте ви дискомфорт у переповнених залах або інших тісних приміщеннях?
Er du gået i panik ved flokkoncerter eller festivaler?,Have you panicked in herd concerts or festivals?,Чи панікували ви на переповнених концертах або фестивалях?
Føler du dig fløjtet i overfyldte sammenkomster?,Do you feel aflutter in crowded gatherings?,Чи нервуєте ви на багатолюдних зібраннях?
Har du oplevet angst i indkøbscentre?,Have you experienced anxiety in crowd shopping malls?,Чи відчували ви тривогу в багатолюдних торгових центрах?
Føler du dig utilpas i overfyldte busser?,Do you feel uncomfortable in crowded buses?,Чи відчуваєте ви дискомфорт у переповнених автобусах?
Har du haft svært ved at være med i overfyldte begivenheder?,Have you had trouble being in crowded events?,Чи виникали у вас проблеми на багатолюдних заходах?
Føler du dig utilpas i flokområder?,Do you feel uncomfortable in herd areas?,Чи відчуваєте ви дискомфорт у багатолюдних місцях?
Har du haft problemer med at være i mængden områder?,Have you had problems being in crowd areas?,Чи виникали у вас проблеми з перебуванням у багатолюдних місцях?
Føler du dig klaustrofobisk i flokområder?,Do you feel claustrophobic in herd areas?,Чи відчуваєте ви клаустрофобію в багатолюдних місцях?
Har du været urolig på skubbe steder eller områder?,Have you experienced anxiety in push places or areas?,Чи відчували ви занепокоєння в місцях великого скупчення людей?
Føler du dig fanget i mængden steder eller områder?,Do you feel trapped in crowd places or areas?,Чи відчуваєте ви себе замкненим у людних місцях чи приміщеннях?
Føler du dig nervøs i mængden områder eller værelser?,Do you feel nervous in crowd areas or rooms?,Чи нервуєте ви в багатолюдних місцях або приміщеннях?
Føler du dig utilpas i overfyldte værelser?,Do you feel uncomfortable in crowded rooms?,Чи відчуваєте ви дискомфорт у переповнених приміщеннях?
Har du allergi?,perform you have any allergies?,Чи є у вас алергія?
Er du hypersensitiseret til noget?,Are you hypersensitised to anything?,Чи є у вас алергія на що-небудь?
Har du nogen kendte allergier?,Do you have any known allergies?,Чи знаєте ви про наявність у вас алергії?
Har du oplevet overfølsomhedsreaktioner før?,Have you experienced sensitized reactions before?,Чи ви мали алергічні реакції раніше?
"Er der noget, man ikke kan tolerere, der kan henvise til allergi?",Is there anything you cannot tolerate referable to allergies?,"Чи є щось, що ви не можете переносити через алергію?"
Har du haft allergiske symptomer før?,Have you had allergic symptoms before?,Чи були у вас раніше алергічні симптоми?
"Er der stoffer eller fødevarer, du har brug for at undgå at tilskrive allergi?",Are there substances or foods you need to avoid ascribable to allergies?,"Чи є речовини або продукти, яких вам потрібно уникати через алергію?"
Har du nogen sinde haft overfølsomhedsreaktioner over for medicin?,Have you ever had sensitized reactions to medication?,Чи були у вас коли-небудь алергічні реакції на ліки?
Har du oplevet allergiske symptomer som hævelse eller kløe?,Have you experienced allergic symptoms such as swelling or itching?,"Чи були у вас алергічні симптоми, такі як набряк або свербіж?"
"Har du nogen sinde haft superfølsomme reaktioner, som for eksempel hævelse eller kløe?","Have you ever had supersensitive reactions, such as swelling or itching?","Чи були у вас коли-небудь алергічні реакції, такі як набряк або свербіж?"
"Er du bekendt med symptomer på allergiske reaktioner, såsom hævelse eller kløe?","Are you familiar with symptoms of allergic reactions, such as swelling or itching?","Чи знайомі ви з такими симптомами алергічних реакцій, як набряк або свербіж?"
"Har du oplevet hævelse eller kløe, der kan tilskrives allergi?",Have you experienced swelling or itching imputable to allergy?,Чи був у вас набряк або свербіж через алергію?
Er du fyr med oplever allergiske symptomer som hævelse eller kløe?,Are you fellow with experiencing allergic symptoms like swelling or itching?,"Чи знайомі ви з такими алергічними симптомами, як набряк або свербіж?"
Har du tidligere haft sensibiliserende reaktioner med hævelse eller kløe?,Have you had sensitised reactions in the past involving swelling or itching?,"Чи були у вас в минулому алергічні реакції, що включали набряк або свербіж?"
Har du oplevet nogen form for sensibiliseret hævelse eller kløe før?,Have you experienced any type of sensitized swelling or itching before?,Чи були у вас раніше алергічні набряки або свербіж?
"Er du klar over allergisymptomer, herunder hævelse eller kløe?","Are you cognisant of allergy symptoms, including swelling or itching?","Чи знаєте ви про симптоми алергії, такі як набряк або свербіж?"
"Har du haft supersensoriserede reaktioner, der manifesterede sig som hævelse eller kløe?",Have you had supersensitized reactions that manifested as swelling or itching?,"Чи були у вас алергічні реакції, які проявлялися у вигляді набряку або свербіння?"
"Har du oplevet noget ubehag, der kan være sensibiliseret hævelse eller kløe?",Have you experienced any discomfort that could be sensitised swelling or itching?,"Чи відчували ви дискомфорт, який може бути пов'язаний з алергічним набряком або свербінням?"
Har du haft allergiske symptomer resulterer i hævelse eller kløe?,Have you had allergic symptoms resulting in swelling or itching?,"Чи були у вас алергічні симптоми, що призводили до набряку або свербежу?"
Har du haft overfølsomhedsreaktioner over for kontraststoffer?,Have you had any sensitised reactions to contrast agents?,Чи були у вас алергічні реакції на контрастні речовини?
Har du oplevet overfølsomme reaktioner på visse fødevarer?,Have you experienced hypersensitive reactions to certain foods?,Чи були у вас алергічні реакції на певні продукти харчування?
Er du superfølsom over for mad?,Are you supersensitized to any foods?,Чи є у вас алергія на якісь продукти харчування?
Har du haft allergiske reaktioner efter at have spist sikre fødevarer?,Have you had allergic reactions after eating sure foods?,Чи були у вас алергічні реакції після вживання певних продуктів?
"Er der mad, du reagerer superfølsom over for?",Are there foods you react supersensitive to?,Чи є у вас алергія на якусь їжу?
Har du oplevet allergiske symptomer i forbindelse med fødeindtagelse?,Have you experienced allergic symptoms associate to food intake?,"Чи виникали у вас алергічні симптоми, пов'язані з прийомом їжі?"
"Er der fødevarer, du har brug for at undgå at imputeres til allergi?",Are there foods you need to avoid imputable to allergy?,"Чи є продукти, яких вам потрібно уникати через алергію?"
Har du haft nogen hypersensoriserede reaktioner relateret til fødeindtagelse?,Have you had any hypersensitized reactions related to food intake?,"Чи були у вас алергічні реакції, пов'язані з прийомом їжі?"
Har du erfaring med superfølsomme reaktioner på mad?,Do you have experience with supersensitised reactions to food?,Чи є у вас досвід алергічних реакцій на їжу?
"Er der særlige fødevarer, du ved, du er allergisk over for?",Are there particular foods you know you are allergic to?,"Чи є якась конкретна їжа, на яку ви знаєте у вас є алергія?"
"Har du oplevet allergiske symptomer, der kan tilskrives mad?",Have you experienced any allergic symptoms ascribable to food?,Чи виникали у вас алергічні симптоми через їжу?
Har du haft nyreproblemer?,Have you had kidney problems?,Чи були у вас проблеми з нирками?
Er der nogen sundhedsmæssige bekymringer regne dine nyrer?,Are there any health concerns reckon your kidneys?,Чи є у вас якісь проблеми зі здоров'ям стосовно ваших нирок?
Coiffure du har nogen nyre diagnoser?,coiffure you have any kidney diagnoses?,Чи є у вас діагнози стосовно нирок?
Er der tegn på nyresygdom i dig?,Are there signs of kidney disease in you?,Чи є у вас ознаки захворювання нирок?
oplever du symptomer eller ubehag relateret til dine nyrer?,experience you experienced symptoms or discomfort related to your kidneys?,"Чи відчували ви симптоми або дискомфорт, пов'язані з нирками?"
følge der en familie historie af nyresygdom i din familie?,follow there a family history of kidney disease in your family?,Чи є у вашій родині випадки захворювань нирок?
fordi du for nylig har undersøgt dine nyrer?,cause you recently examined your kidneys?,Чи обстежували ви останнім часом свої нирки?
Har du haft nogen nyresygdomme?,Have you had any kidney diseases?,Чи були у вас захворювання нирок?
Har du haft nyretests?,Have you had any Recent kidney tests?,Чи робили ви останнім часом обстеження нирок?
Har du fået taget en blodprøve?,Have you had a blood test?,Ви робили аналіз крові?
Har du haft nyreproblemer før?,Have you had kidney problems before?,Чи були у вас раніше проблеми з нирками?
Har du haft nogen Holocæn nyreundersøgelser?,Have you had any Holocene kidney examinations?,Чи робили ви останнім часом обстеження нирок?
Har du haft symptomer på nyreproblemer?,Have you had symptoms of kidney problems?,Чи були у вас симптоми проблем з нирками?
Har du tidligere haft nyresygdom eller nyreproblemer?,Have you had kidney disease or kidney problems in the past?,Чи були у вас захворювання нирок або проблеми з нирками в минулому?
Er der tegn på nyresygdom?,Are there any indications of kidney disease?,Чи є у вас ознаки захворювання нирок?
Har du kommentere ændringer i din vandladning eller nyrefunktion?,Have you comment changes in your urination or kidney function?,Чи помічали ви зміни в сечовипусканні або роботі нирок?
Har du fået undersøgt din nyrefunktion?,Have you had your kidney function examined?,Чи проходили ви обстеження функції нирок?
Har du fået taget en blodprøve?,Have you had a blood test?,Чи робили ви аналіз крові?
Er du blevet testet med en blodprøve?,Have you been tested with a blood test?,Чи вам коли-небудь робили аналіз крові?
Har du været til en blodprøveundersøgelse?,bear you been to a blood test examination?,Чи проходили ви обстеження крові на аналіз?
Er der taget blod fra dig?,Has blood been taken from you?,Чи брали у вас кров?
Har du haft blodprop?,Have you had blood drive?,У вас брали кров?
Har du været pik i fingeren eller armen til en blodprøve?,Have you been prick in the finger or arm for a blood test?,Вам кололи палець або руку для аналізу крові?
Har du været på laboratoriet for en blodprøve?,Have you been to the laboratory for a blood test?,Чи були ви в лабораторії для аналізу крові?
Har du taget en blodprøve?,Have you enter in a blood test?,Ви брали участь в аналізі крові?
Har en blodprøve været frikendt på dig?,Has a blood test been acquit on you?,Чи проводили вам аналіз крові?
Har du gennemgået en blodprøve?,experience you undergone a blood test procedure?,Чи проходили ви процедуру аналізу крові?
Er der taget blod fra dig?,Has blood been taken from you?,Чи брали у вас кров?
Har du været til en blodprøve?,Have you been to a blood examination?,Чи були ви на обстеженні крові?
Er du blevet bedt om en blodprøve?,Have you been asked to have a blood test?,Вам призначали аналіз крові?
Har du spist blod til analyse?,Have you had blood consume for analysis?,Чи брали у вас кров на аналіз?
Er du blevet testet som offer for blodprøver?,Have you been tested victimisation blood tests?,Чи обстежувалися ви за допомогою аналізу крові?
Har du været til en blodprøve?,Have you been to a blood test?,Ви були на аналізі крові?
Har du fået taget en blodprøve?,Have you had a blood test?,Ви здавали аналіз крові?
Er du blevet analyseret med en blodprøve?,Have you been analyse with a blood test?,Ви проходили обстеження з аналізом крові?
Har du fået en blodprøve?,Have you had a blood screening?,Ви робили скринінг крові?
Har du taget en blodprøve?,ingest you been to a blood test?,Ви були на аналізі крові?
Har du haft diabetes?,Have you had diabetes?,У вас був діабет?
Er du diabetiker?,Are you diabetic?,Ви хворієте на діабет?
Har du fået diagnosen diabetes?,Have you been diagnose with diabetes?,Чи був у вас діагноз цукровий діабет?
- Har du sukkersyge?,set you have diabetes?,Ви хворієте на діабет?
Er der tegn på diabetes?,Are there signs that you have diabetes?,Чи є у вас ознаки діабету?
Holde dig erfarne symptomer på diabetes?,hold you experienced symptoms of diabetes?,Чи відчували ви симптоми діабету?
Har du diabetes eller prediabetes?,Do you have diabetes or prediabetes?,У вас є діабет або переддіабет?
Er du kammerat med symptomerne på diabetes?,Are you comrade with the symptoms of diabetes?,Чи відомі вам симптоми діабету?
Har du haft diabetes i familien?,Do you have any family history of diabetes?,Чи є у вашій родині хворі на діабет?
Har du haft blodsukkerproblemer?,Have you had any blood sugar problems?,Чи були у вас проблеми з рівнем цукру в крові?
Er du med i diabetesgruppen?,Are you in the diabetes chance group?,Чи належите ви до групи ризику діабету?
leve der nogen bekymring om diabetes?,live there any concern about diabetes?,Чи є у вас занепокоєння щодо діабету?
lider du er blevet testet for diabetes?,suffer you been tested for diabetes?,Чи проходили ви обстеження на діабет?
Har du nogen risikofaktorer for diabetes?,Do you have any risk factors for diabetes?,Чи є у вас будь-які фактори ризику розвитку діабету?
Har du haft diabetes-relaterede komplikationer?,Have you had any diabetes-related complications?,Чи були у вас ускладнення пов'язані з діабетом?
Har du haft problemer med at regulere dit blodsukker?,Have you had trouble regulating your blood sugar?,Чи були у вас проблеми з регулюванням рівня цукру в крові?
Er der nogen tegn på diabetes i dig?,Are there any signs of diabetes in you?,Чи є у вас ознаки діабету?
Har du annonceret diabetes?,Have you announce diabetes?,Чи виявляли у вас діабет?
Har du opdaget ændringer i din krop med hensyn til dit blodsukker?,Have you discover changes in your body regarding your blood sugar?,Чи помічали ви зміни у вашому організмі пов'язані з рівнем цукру в крові?
Har du haft nogen problemer med dit blodsukker?,Have you had any old problems with your blood sugar?,Чи були у вас раніше проблеми з рівнем цукру в крові?
"Har du nogen sygdomme, der er forbundet med dit blodsukker?",Do you have any diseases link to your blood sugar?,Чи є у вас захворювання пов'язані з рівнем цукру в крові?
Har du oplevet hjemsøgt vandladning?,Do you experience haunt urination?,Чи спостерігається у вас часте сечовипускання?
"Har du haft nyreproblemer, der forårsagede sponsor vandladning?",Have you had kidney problems that caused sponsor urination?,"Чи були у вас проблеми з нирками, які викликали часте сечовипускання?"
Har du haft nogen uforklarlige vægttab?,Have you had any unexplained weight loss?,Чи траплялося у вас безпричинне схуднення?
Har du oplevet sponsor træthed eller udmattelse?,Have you experienced sponsor fatigue or exhaustion?,Чи відчували ви часту втому або виснаження?
Har du oplevet nedladende infektioner?,Have you experienced patronise infections?,Чи часто ви підхоплювали інфекції?
Har du haft svært ved at helbrede sår eller ridser?,Have you had difficulty curative wounds or scratches?,Чи були у вас труднощі з загоєнням ран або подряпин?
Har du oplevet nogen form for prikken i kroppens dele?,Have you experienced any form of tingle in your body parts?,Чи відчували ви поколювання у будь-якій частині тіла?
Har du set nogen prikken eller følelsesløshed i tæerne eller fingrene?,Have you see any tingling or numbness in your toes or fingers?,Чи відчували ви поколювання або оніміння в пальцях рук або ніг?
Har du oplevet sponsor muskelkramper?,Have you experienced sponsor muscle cramps?,Чи траплялися у вас часті м'язові судоми?
Har du ændret appetit eller spisevaner?,Have you had any changes in your appetite or feeding habits?,Чи були у вас зміни щодо апетиту або харчових звичок?
Har du oplevet nedladende hovedpine eller migræne?,Have you experienced patronize headaches or migraines?,Чи виникали у вас часті головні болі або мігрені?
Har du mærket ændringer i din hud?,Have you mark changes in your skin?,Чи помічали ви зміни стану вашої шкіри?
Har du oplevet nedladende perioder med kvalme eller opkastning?,Have you experienced patronize periods of nausea or vomiting?,Чи траплялися у вас часті випадки нудоти або блювоти?
Har du haft nedladende følelsesmæssige humørsvingninger?,Have you had patronise emotional mood swings?,Чи були у вас часті перепади настрою?
Har du oplevet flere hjemsøgt urinvejsinfektioner?,Have you experienced more haunt urinary tract infections?,Чи траплялися у вас інфекції сечовивідних шляхів?
Har du for nylig fundet ændringer i dit syn?,Have you find changes in your vision recently?,Чи помічали ви останнім часом зміни в стані вашого зору?
Har du haft øget tørst og væskeindtag?,Have you had increase thirst and fluid intake?,Чи збільшилася у вас спрага та споживання рідини?
"Har du oplevet flere sponsorture til badeværelset, især om natten?","Have you experienced more sponsor trips to the bathroom, especially at night?","Чи стали ви частіше ходити до туалету, особливо вночі?"
forårsage du bemærket ændringer i din hukommelse eller koncentration?,cause you noticed changes in your memory or concentration?,Чи помічали ви зміни у вашій пам'яті або концентрації?
Har du haft flere butiksproblemer med svækket immunitet?,Have you had more shop problems with weakened immunity?,Чи стали у вас частіше виникати проблеми з ослабленим імунітетом?
har du bemærket ændringer i dit blodsukker?,feature you noticed changes in your blood sugar levels?,Чи помічали ви зміни в рівні цукру в крові?
Har du oplevet mere nedladende perioder med svimmelhed eller besvimelse?,Have you experienced more patronize periods of dizziness or fainting?,Чи стали у вас частішими періоди запаморочення або непритомності?
Har du haft ændringer i pulsen eller blodtrykket?,Have you had changes in your pulse or blood pressure?,Чи були у вас зміни в пульсі або кров'яному тиску?
få dig bemærket ændringer i din vejrtrækning eller åndenød?,get you noticed changes in your breathing or shortness of breath?,Чи помічали ви у себе зміну в диханні або прояви задишки?
Har du oplevet mere nedladende perioder med svaghed eller nedsat energi?,Have you experienced more patronize periods of weakness or decreased energy?,Чи траплялися у вас частіші періоди слабкості або знесилення?
Har du sukkersyge?,Do you have diabetes?,Чи є у вас діабет?
Ligger der noget med dit blodsukker?,equal there anything with your blood sugar?,Чи є у вас проблеми з рівнем цукру в крові?
Har du oplevet udfordringer med sukkerbalance?,throw you experienced challenges with sugar balance?,Чи виникали у вас проблеми з цукровим балансом?
Er der tegn på sukkerforstyrrelser i kroppen?,Are there signs of sugar imbalance in your body?,Чи є ознаки дисбалансу цукру у вашому організмі?
Har du lagt mærke til ændringer i din energi der kan tilskrives sukker?,Have you noticed changes in your energy ascribable to sugar?,Чи помітили ви зміни у вашій енергії пов'язані з цукром?
har du erfaring med blodsukkerproblemer?,manage you have experience with blood sugar problems?,Чи стикалися ви з проблемами рівня цукру в крові?
Har du brug for at være opmærksom på dit blodsukker?,Do you need to be aware of your blood sugar level?,Чи потрібно вам стежити за рівнем цукру в крові?
Er der tegn på blodsukkerforstyrrelser i kroppen?,Are there signs of blood sugar imbalance in your body?,Чи є у вас ознаки дисбалансу цукру в крові?
Er dit blodsukker usikkert?,Is your blood sugar precarious?,Ваш рівень цукру в крові нестабільний?
eksisterer dit blodsukker udfordret?,exist your blood sugar challenged?,У вас є проблеми з рівнем цукру в крові?
oplever du blodsukkerproblemer?,experience you experienced blood sugar problems?,Чи були у вас проблеми з рівнем цукру в крові?
skal du holde styr på dit blodsukker?,cause you need to keep track of your blood sugar?,Чи потрібно вам стежити за рівнем цукру в крові?
Er du klar over blodsukkeret i kroppen?,Are you cognizant of the blood sugar in your body?,Чи знаєте ви про рівень цукру у вашому організмі?
Rører dit blodsukker dig?,Is your blood sugar touch?,Чи є у вас порушення рівня цукру в крові?
Ved du det med sukkersvingninger?,Do you have know with sugar fluctuations?,Чи стикалися ви з коливаннями рівня цукру в крові?
være dit blodsukker en udfordring for dig?,be your blood sugar a challenge for you?,Чи є рівень цукру в крові для вас проблемою?
Bor der noget med dit blodsukker?,live there anything with your blood sugar?,Чи є у вас якісь проблеми з рівнем цукру в крові?
Er dit blodsukker ude af balance?,Is your blood sugar unbalanced?,Ваш рівень цукру в крові незбалансований?
Er blodsukkeret et problem?,follow your blood sugar a problem?,Чи є ваш рівень цукру в крові проблемою?
har du brug for at kontrollere dit blodsukker?,set you need to control your blood sugar?,Чи потрібно вам контролювати рівень цукру в крові?
Er du særlig opmærksom på dit blodsukker?,Are you particularly aware of your blood sugar?,Чи слідкуєте ви за рівнем цукру в крові?
følge der noget med blodsukker i din krop?,follow there anything with blood sugar in your body?,Чи є щось не так з рівнем цукру у вашому організмі?
Har du haft blodsukkerproblemer?,Have you had blood sugar problems?,Чи були у вас проблеми з рівнем цукру в крові?
kan De få symptomer på Deres blodsukker?,induce you experienced symptoms with your blood sugar?,"Чи відчували ви симптоми, пов'язані з рівнем цукру в крові?"
Er du i fare for blodsukkerproblemer?,Are you at risk for blood sugar problems?,Чи є у вас ризик виникнення проблем з рівнем цукру в крові?
Har du brug for regelmæssigt at kontrollere dit blodsukker?,Do you require to regularly monitor your blood sugar?,Чи потрібно вам регулярно контролювати рівень цукру в крові?
Har du brug for at regulere dit blodsukker?,Do you need to regularize your blood sugar?,Чи потрібно вам регулювати рівень цукру в крові?
Lige med dit blodsukker under kontrol?,equal your blood sugar under control?,Чи контролюєте ви рівень цукру в крові?
kostede dit blodsukker et fokus for dig?,cost your blood sugar a focus for you?,Чи звертаєте ви увагу на рівень цукру в крові?
Giver du efter for at holde øje med din sukkerindtagelse?,Do you penury to keep an eye on your sugar intake?,Чи потрібно вам стежити за споживанням цукру?
"Er dit blodsukker noget, du tænker på?",constitute your blood sugar something you think about?,Чи замислюєтеся ви про рівень цукру в крові?
legemliggøre dit blodsukker noget du overvåger?,embody your blood sugar something you monitor?,Чи контролюєте ви рівень цукру в крові?
"Er blodsukker noget, du har brug for at oversætte?",Is blood sugar something you need to deliberate?,Чи потрібно вам враховувати рівень цукру в крові?
Har blodsukkeret indflydelse på din daglige rutine?,Does blood sugar influence your day-after-day routine?,Чи впливає рівень цукру в крові на ваш розпорядок дня?
Fylder du nogen form for medicin?,Are you fill any form of medication?,Чи приймаєте ви якісь ліки?
Tager du medicin?,Are you on medication?,Ви приймаєте ліки?
Er du ofre medicin?,Are you victimization medication?,Чи застосовуєте ви медикаменти?
Har du leje nogen form for medicin?,Are you lease any form of medication?,Чи приймаєте ви якісь ліки?
Finder du receptpligtig medicin?,Are you find prescription medication?,Чи отримуєте ліки за рецептом?
Kræver du medicin?,Are you demand medications?,Чи приймаєте ви медикаменти?
"tjene du har medicin, du tager regelmæssigt?",serve you have medication you take regularly?,"Чи є у вас ліки, які ви регулярно приймаєте?"
Får du nogen former for medicin?,Are you obtain any forms of medication?,Чи отримуєте ви якісь лікарські препарати?
Undergår du nogen form for behandling?,Are you undergoing any form of checkup treatment?,Чи отримуєте ви будь-яке медичне лікування?
Bruger du medicin dagligt?,Do you use medicament daily?,Чи вживаєте ви ліки щодня?
Er du under aesculapian behandling?,Are you under aesculapian treatment?,Чи знаходитесь ви на медичному лікуванні?
Har du brug for nogen form for piller?,Are you require any kind of pills?,Чи приймаєте ви якісь таблетки?
Har du recepter fra lægen?,Are you have prescriptions from the doctor?,Чи отримуєте ви рецепти від лікаря?
Har du nogen recepter?,Do you have any checkup prescriptions?,Чи є у вас якісь медичні рецепти?
Vinder du nogen form for medicin regelmæssigt?,Are you winning any form of medication regularly?,Чи приймаєте ви регулярно якісь ліки?
Har du nogen forberedelser?,Do you have any checkup preparations?,Чи маєте ви якісь медичні препарати?
Bruger du medicin til at overvåge en tilstand?,Are you using medication to oversee a condition?,Чи використовуєте ви ліки для покращення самопочуття?
Er du velkommen nogen former for medicin fra apoteket?,Are you welcome any forms of medication from the pharmacy?,Чи одержуєте ви якісь ліки в аптеці?
Er du på medicin?,Are you currently on any medication?,Чи вживаєте ви зараз якісь ліки?
Er du involveret nogen form for medicin i øjeblikket?,Are you involve any form of medication currently?,Чи приймаєте ви зараз будь-які ліки?
arrangerer du har nogen receptpligtig medicin?,arrange you have any prescription medications?,"Чи є у вас ліки, які відпускаються за рецептом?"
Bruger du medicin?,Are you use any forms of medication?,Чи вживаєте ви будь-які форми ліків?
Er du på nogen form for medicin?,Are you on any form of medication?,Чи приймаєте ви зараз якісь ліки?
Får du esculapian behandling?,Are you receiving aesculapian treatment?,Чи отримуєте ви медичне лікування?
Tager du medicin som en del af din afslappede rutine?,Do you take medication as part of your casual routine?,Чи приймаєте ви ліки у своєму повсякденному житті?
Har du brug for medicin hver dag?,Do you need medicament daily?,Чи потрібні вам ліки щодня?
Tager du medicin som en del af en behandlingsplan?,fare you take medication as part of a treatment plan?,Чи приймаєте ви ліки в рамках плану лікування?
