danish,english,ukranian
Du skal være opmærksom på at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Be aware to inhale and hold your breath for about 4-5 seconds during the scan.,Будьте уважні вдихати і тримати подих протягом приблизно 4-5 секунд під час сканування.
Scanneren vil lede dig gennem processen med at trække vejret ind og holde det i 4-5 sekunder.,The scanner will guide you through the process of inhaling and holding your breath for 4-5 seconds.,Сканер проведе вас через процес вдихання і тримання подиху протягом приблизно 4-5 секунд.
Det er vigtigt at lytte til scannerens instruktioner om at trække vejret ind og holde det i ca. 4-5 sekunder.,It's important to listen to the scanner's instructions on inhaling and holding your breath for about 4-5 seconds.,Важливо слідувати інструкціям сканера щодо вдихання і тримання подиху протягом приблизно 4-5 секунд.
Du vil modtage besked om at trække vejret ind og holde det i 4-5 sekunder under scanningen.,You will receive instructions to inhale and hold your breath for 4-5 seconds during the scan.,Ви отримаєте інструкції вдихати і тримати подих протягом приблизно 4-5 секунд під час сканування.
Forbered dig på at skulle holde vejret i 4-5 sekunder; scanneren vil guide dig automatisk.,Prepare to hold your breath for 4-5 seconds; the scanner will guide you automatically.,Готуйтеся тримати подих протягом приблизно 4-5 секунд; сканер автоматично надасть вам інструкції.
Det er en del af proceduren at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Inhaling and holding your breath for about 4-5 seconds is part of the procedure during the scan.,Вдихання і тримання подиху протягом приблизно 4-5 секунд є частиною процедури під час сканування.
Under scanningen vil du blive anmodet om at trække vejret ind og holde det i ca. 4-5 sekunder.,"During the scan, you will be asked to inhale and hold your breath for about 4-5 seconds.",Під час сканування вас попросять вдихнути і тримати подих протягом приблизно 4-5 секунд.
Scanneren vil give instruktioner om at trække vejret ind og holde det i 4-5 sekunder.,The scanner will give instructions on inhaling and holding your breath for 4-5 seconds.,Сканер надасть інструкції щодо вдихання і тримання подиху протягом приблизно 4-5 секунд.
Du skal være opmærksom på scannerens anvisninger om at trække vejret ind og holde det i ca. 4-5 sekunder.,Be attentive to the scanner's instructions on inhaling and holding your breath for about 4-5 seconds.,Будьте уважні на інструкції сканера щодо вдихання і тримання подиху протягом приблизно 4-5 секунд.
At trække vejret ind og holde det i 4-5 sekunder er vigtigt under scanningen.,Inhaling and holding your breath for 4-5 seconds is important during the scan.,Вдихання і тримання подиху протягом приблизно 4-5 секунд є важливим під час сканування.
Det er vigtigt at følge instruktionerne om at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,It is important to follow the instructions to inhale and hold your breath for about 4-5 seconds during the scan.,Важливо дотримуватися інструкцій щодо вдихання і тримання подиху протягом приблизно 4-5 секунд під час сканування.
Scanneren vil guide dig gennem processen med at trække vejret ind og holde det i 4-5 sekunder.,The scanner will guide you through the process of inhaling and holding your breath for 4-5 seconds.,Сканер проведе вас через процес вдихання і тримання подиху протягом 4-5 секунд.
Forbered dig på at skulle trække vejret ind og holde det i ca. 4-5 sekunder; scanneren vil lede dig.,Prepare to inhale and hold your breath for about 4-5 seconds; the scanner will lead you.,Готуйтеся вдихнути і тримати подих протягом приблизно 4-5 секунд; сканер буде вас керувати.
Du vil blive instrueret i at trække vejret ind og holde det i 4-5 sekunder under scanningen.,You will be instructed to inhale and hold your breath for 4-5 seconds during the scan.,Вас попросять вдихнути і тримати подих протягом 4-5 секунд під час сканування.
"Vær opmærksom på at trække vejret ind og holde det i ca. 4-5 sekunder, når scanneren angiver det.",Be mindful to inhale and hold your breath for about 4-5 seconds when the scanner indicates.,"Будьте уважні і вдихайте та тримайте подих протягом приблизно 4-5 секунд, коли сканер це показує."
Under scanningen vil du få besked om at trække vejret ind og holde det i 4-5 sekunder.,"During the scan, you will be instructed to inhale and hold your breath for 4-5 seconds.",Під час сканування вас попросять вдихнути і тримати подих протягом 4-5 секунд.
Det er en del af proceduren at trække vejret ind og holde det i ca. 4-5 sekunder under scanningen.,Inhaling and holding your breath for about 4-5 seconds is part of the procedure during the scan.,Вдихання і тримання подиху протягом приблизно 4-5 секунд є частиною процедури під час сканування.
Du vil blive bedt om at trække vejret ind og holde det i 4-5 sekunder; det er en almindelig del af processen.,You will be asked to inhale and hold your breath for 4-5 seconds; it is a common part of the process.,Вас попросять вдихнути і тримати подих протягом 4-5 секунд; це звичайна частина процесу.
Scanneren vil informere dig om at trække vejret ind og holde det i ca. 4-5 sekunder som en del af proceduren.,The scanner will inform you to inhale and hold your breath for about 4-5 seconds as part of the procedure.,"Сканер сповістить вас, щоб ви вдихнули і тримали подих протягом приблизно 4-5 секунд як частину процедури."
Forbered dig på at holde vejret i 4-5 sekunder; det vil være nødvendigt under scanningen.,Prepare to hold your breath for 4-5 seconds; it will be necessary during the scan.,Готуйтеся тримати подих протягом 4-5 секунд; це буде необхідно під час сканування.
Du skal kunne ligge ned under hele scanningen,You need to be able to lie down throughout the entire scan.,Вам потрібно змогти лежати протягом усього скану.
Du skal kunne ligge fladt ned på ryggen under hele scanningen,You need to lie flat on your back throughout the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Du skal kunne ligge på ryggen under hele scanningen,You need to lie on your back throughout the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Du skal ligge fladt på ryggen under hele scanningen,You need to lie flat on your back throughout the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Du skal kunne ligge stille og fladt på ryggen,You need to be able to lie still and flat on your back.,Вам потрібно змогти лежати нерухомо і рівно на спині.
Scanningen skal foregå på ryggen og du skal ligge stille undervejs,"The scan will take place while you are lying on your back, and you need to remain still.","Сканування відбудеться, поки ви лежите на спині, і вам потрібно залишатися нерухомим."
Vil du have støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час сканування?
Vil du have noget under benene under scanningen for at afhjælpe ryggen?,Do you need something under your legs during the scan to help your back?,"Чи потрібно вам щось під ноги під час сканування, щоб полегшити спину?"
Vi kan hjælpe din lænderyg med at lægge noget under benene under scanningen.,We can help support your lumbar spine by placing something under your legs during the scan.,"Ми можемо допомогти підтримати вашу поперекову частину хребта, поклавши щось під ваши ноги під час сканування."
Du forventes at ligge ned under hele scanningen.,You are expected to lie down throughout the entire scan.,"Очікується, що ви будете лежати протягом усього скану."
For hele scanningen skal du ligge fladt ned på ryggen.,You need to lie flat on your back for the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Under hele scanningen skal du ligge på ryggen.,You need to lie on your back throughout the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Din position skal være fladt på ryggen under hele scanningen.,Your position should be flat on your back throughout the entire scan.,Ваше положення повинно бути рівно на спині протягом усього скану.
"Det kræves, at du ligger stille og fladt på ryggen.",It is required that you lie still and flat on your back.,Необхідно лежати нерухомо і рівно на спині.
"Scanningen vil finde sted, mens du ligger på ryggen, og du skal forblive stille.","The scan will occur while you are lying on your back, and you need to remain still.","Сканування відбудеться, поки ви лежите на спині, і вам потрібно залишатися нерухомим."
Har du brug for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час сканування?
Vil du have noget under benene for at lette ryggen under scanningen?,Do you need something under your legs to ease your back during the scan?,"Чи вам потрібно щось під ноги, щоб полегшити спину під час сканування?"
Vi kan placere støtte under dine ben for at hjælpe din lænderyg under scanningen.,We can place support under your legs to help your lumbar spine during the scan.,"Ми можемо підтримати вашу поперекову частину хребта, поклавши щось під ваши ноги під час сканування."
Vi kan give dig støtte under knæene for at gøre det mere behageligt.,We can provide support under your knees to make it more comfortable.,"Ми можемо підтримати ваші коліна під час сканування, щоб зробити вам зручніше."
Det er nødvendigt at ligge ned under hele scanningen.,It is necessary to lie down throughout the entire scan.,Вам потрібно лежати протягом усього скану.
Du skal ligge fladt ned på ryggen under scanningen.,You need to lie flat on your back for the entire scan.,Ви повинні лежати на спині протягом усього скану.
For hele scanningen skal du ligge på ryggen.,You need to lie on your back throughout the entire scan.,Вам треба лежати на спині протягом усього скану.
"Det forventes, at du ligger stille og fladt på ryggen.",You are expected to lie flat on your back throughout the entire scan.,"Очікується, що ви будете лежати рівно на спині протягом усього скану."
"Scanningen vil foregå, mens du ligger på ryggen, og du skal forblive stille.","The scan will take place while you are lying on your back, and you need to remain still.","Сканування відбудеться, коли ви лежите на спині, і важливо залишатися нерухомим."
Skal der være støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час сканування?
Vil du have noget under benene for at lette ryggen under scanningen?,Do you need something under your legs to help your back during the scan?,"Чи вам потрібно щось під ноги під час сканування, щоб полегшити спину?"
Vi kan give dig støtte under benene under scanningen for at aflaste ryggen.,We can provide support under your legs during the scan to alleviate your back.,"Ми можемо надати підтримку під ноги під час сканування, щоб полегшити спину."
Vi kan placere noget under benene for at støtte ryggen under scanningen.,We can place something under your legs to support your back during the scan.,"Ми можемо покласти щось під ноги, щоб підтримати вашу спину під час сканування."
Har du brug for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час сканування?
Vil du have noget under benene under scanningen for at hjælpe ryggen?,Do you need something under your legs during the scan to assist your back?,"Чи вам потрібно щось під ноги під час сканування, щоб допомогти спині?"
Vi kan lægge støtte under dine ben for at aflaste ryggen.,We can provide support under your legs to relieve your back.,"Ми можемо надати підтримку під ноги під час сканування, щоб полегшити спину."
Det er vigtigt at ligge ned under hele scanningen.,It is important to lie down throughout the entire scan.,Важливо лежати протягом усього скану.
For hele scanningen skal du ligge fladt ned på ryggen.,You need to lie flat on your back for the entire scan.,Вам потрібно лежати на спині протягом усього скану.
Du skal ligge på ryggen under hele scanningen.,You should lie on your back throughout the entire scan.,Ви повинні лежати на спині протягом усього скану.
"Det forventes, at du ligger fladt på ryggen under hele scanningen.",It is expected that you lie flat on your back throughout the entire scan.,"Очікується, що ви будете лежати рівно на спині протягом усього скану."
"Scanningen vil finde sted, mens du ligger på ryggen, og det er vigtigt at forblive stille.","The scan will take place while you are lying on your back, and it is important to remain still.","Сканування відбудеться, коли ви лежите на спині, і важливо залишатися нерухомим."
Skal der være støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час сканування?
Vil du have noget under benene under scanningen for at afhjælpe ryggen?,Would you like something under your legs during the scan to help your back?,"Чи бажаєте ви щось під ноги під час сканування, щоб допомогти спині?"
Vi kan hjælpe din lænderyg ved at placere noget under benene under scanningen.,We can help your lumbar spine by placing something under your legs during the scan.,"Ми можемо допомогти вашому поперековому відділу хребта, поклавши щось під ноги під час сканування."
Vi kan placere støtte under dine knæ under scanningen for at gøre det mere behageligt.,We can place support under your knees during the scan to make it more comfortable.,"Ми можемо надати підтримку під коліна під час сканування, щоб зробити вам комфортніше."
Det er vigtigt at ligge ned under hele scanningen.,It is necessary to lie down throughout the entire scan.,Необхідно лежати протягом усього скану.
For hele scanningen skal du ligge fladt ned på ryggen.,You need to lie flat on your back for the entire scan.,Вам потрібно лежати рівно на спині протягом усього скану.
Du skal ligge på ryggen under hele scanningen.,You should lie on your back throughout the entire scan.,Ви повинні лежати на спині протягом усього скану.
"Det forventes, at du ligger fladt på ryggen under hele scanningen.",It is expected that you lie flat on your back throughout the entire scan.,"Очікується, що ви ляжете рівно на спину протягом усього скану."
Under scanningen skal du ligge stille og fladt på ryggen.,"During the scan, you should lie still and flat on your back.",Під час скану вам слід лежати нерухомо і рівно на спині.
"Scanningen vil finde sted, mens du ligger på ryggen, og du skal forblive stille.","The scan will take place while you are lying on your back, and you need to remain still.","Скан буде проведено, поки ви лежите на спині, і вам потрібно залишатися нерухомим."
Skal der være støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час скану?
Vil du have noget under benene under scanningen for at afhjælpe ryggen?,Would you like something under your legs during the scan to help your back?,"Чи хочете ви щось під ноги під час скану, щоб допомогти спині?"
Vi kan lægge noget under dine ben under scanningen for at lette ryggen.,We can place something under your legs during the scan to alleviate your back.,"Ми можемо покласти щось під ваші ноги під час скану, щоб полегшити спину."
Vi kan give dig støtte under knæene under scanningen for at gøre det mere behageligt.,We can provide support under your knees during the scan to make it more comfortable.,"Ми можемо забезпечити підтримку під коліна під час скану, щоб зробити його більш комфортним."
Det er nødvendigt at ligge ned under hele scanningen.,It is important to lie down throughout the entire scan.,Важливо лежати протягом усього скану.
Under hele scanningen skal du forblive liggende på ryggen.,You should remain lying on your back throughout the entire scan.,Вам слід залишатися лежати на спині протягом усього скану.
"Forventes det, at du ligger på ryggen under hele scanningen.",Is it expected that you lie on your back throughout the entire scan.,"Очікується, що ви будете лежати на спині протягом усього скану."
"Det kræves, at du forbliver liggende fladt på ryggen.",It is required that you remain lying flat on your back.,"Вимагається, щоб ви залишалися лежати рівно на спині."
Vær venlig at forblive stille og ligge fladt på ryggen.,Please remain still and lie flat on your back.,"Будь ласка, залишайтеся нерухомими і лежіть рівно на спині під час скану."
"Scanningen udføres, mens du ligger på ryggen, og du skal forblive i ro.","The scan will be performed while you are lying on your back, and you should remain still.","Скан буде проведено, поки ви лежите на спині, і вам слід залишатися нерухомим."
Er der behov for støtte under knæene under scanningen?,Is there a need for support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час скану?
Ønsker du noget under benene for at støtte ryggen under scanningen?,Do you want something under your legs to support your back during the scan?,"Чи хочете ви щось під ноги, щоб полегшити спину під час скану?"
Vi kan placere støtte under benene for at aflaste ryggen under scanningen.,We can place support under your legs to relieve your back during the scan.,"Ми можемо покласти підтримку під ваші ноги, щоб полегшити спину під час скану."
Det er vigtigt at ligge fladt ned under hele scanningen.,It is important to lie flat throughout the entire scan.,Важливо лежати рівно протягом усього скану.
"Det forventes, at du ligger på ryggen under hele scanningen.",It is expected that you lie on your back throughout the entire scan.,"Очікується, що ви ляжете на спину протягом усього скану."
For hele scanningen skal du ligge fladt ned på ryggen.,You should lie flat on your back for the entire scan.,Вам слід лежати рівно на спині протягом усього скану.
"Det kræves, at du forbliver liggende på ryggen under hele scanningen.",It is required that you remain lying on your back throughout the entire scan.,"Вимагається, щоб ви залишалися лежати на спині протягом усього скану."
Vær venlig at ligge stille og fladt på ryggen under scanningen.,Please lie still and flat on your back during the scan.,"Будь ласка, залишайтеся нерухомими і лежіть рівно на спині під час скану."
"Scanningen udføres, mens du ligger på ryggen, og du skal forblive i ro.","The scan will be performed while you are lying on your back, and you should remain still.","Скан буде проведено, поки ви лежите на спині, і вам слід залишатися нерухомим."
Har du behov for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи потрібна вам підтримка під коліна під час скану?
Ønsker du noget under benene for at lette ryggen under scanningen?,Would you like something under your legs to ease your back during the scan?,"Чи хочете ви щось під ноги, щоб полегшити спину під час скану?"
Vi kan give dig støtte under benene for at aflaste ryggen under scanningen.,We can provide support under your legs to relieve your back during the scan.,"Ми можемо забезпечити підтримку під ноги, щоб полегшити спину під час скану."
Det er vigtigt at ligge ned under hele scanningen.,It is important to lie down throughout the entire scan.,Чи потрібна вам підтримка під коліна під час скану?
"Forventes det, at du ligger på ryggen under hele scanningen.",Is it expected that you lie on your back throughout the entire scan.,"Чи хочете ви щось під ноги, щоб полегшити спину під час скану?"
Under hele scanningen skal du ligge på ryggen.,You should lie on your back throughout the entire scan.,"Ми можемо забезпечити підтримку під коліна, щоб зробити більш комфортним."
"Det kræves, at du forbliver liggende fladt på ryggen.",It is required that you remain lying flat on your back.,Чи можете ви залишитися нерухомим під час скану?
Vær venlig at ligge stille og fladt på ryggen under scanningen.,Please lie still and flat on your back during the scan.,"Важливо, щоб ви залишалися повністю нерухомими під час скану."
"Scanningen udføres, mens du ligger på ryggen, og du skal forblive i ro.","The scan will be performed while you are lying on your back, and you should remain still.","Будь ласка, утримайтеся від руху, як тільки почнеться сканування."
Er der behov for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,Чи виникають у вас труднощі з лежанням нерухомо?
Ønsker du noget under benene for at støtte ryggen under scanningen?,Would you like something under your legs to support your back during the scan?,Чи маєте ви проблеми з лежанням на спині під час скану?
Vi kan placere støtte under benene for at aflaste ryggen under scanningen.,We can place support under your legs to relieve your back during the scan.,Чи можете ви залишитися нерухомим під час скану?
Er der behov for støtte under knæene under scanningen?,Do you need support under your knees during the scan?,"Важливо, щоб ви залишалися повністю нерухомими під час скану."
Ønsker du noget under benene for at lette ryggen under scanningen?,Would you like something under your legs to ease your back during the scan?,"Будь ласка, утримайтеся від руху, як тільки почнеться сканування."
Vi kan give dig støtte under knæene for at gøre det mere behageligt.,We can provide support under your knees to make it more comfortable.,Чи виникають у вас труднощі з лежанням нерухомо?
Kan du ligge stille under scanningen?,Can you lie still during the scan?,Чи маєте ви проблеми з лежанням на спині під час скану?
Det er vigtigt at du ligger helt stille under scanningen,It is important that you remain completely still during the scan.,"Важливо, щоб ви залишалися абсолютно нерухомими під час скану."
"Du må helst ikke rykke på dig, så snart vi påbegynder scanningen",Please refrain from moving as soon as we begin the scan.,"Будь ласка, утримайтеся від руху, як тільки ми почнемо сканування."
Har du problemer med at ligge stille?,Are you experiencing difficulty lying still?,Чи важко вам залишатися нерухомим?
"Har du problemer med at ligge på ryggen, imens vi scanner dig?",Do you have trouble lying on your back while we scan you?,"Чи виникають у вас проблеми з тим, щоб лежати на спині під час скану?"
Kan du forblive stille under scanningen?,Can you remain still during the scan?,Чи можете ви залишитися нерухомими під час скану?
"Det er afgørende, at du ligger helt stille under scanningen.",It is crucial that you remain completely still during the scan.,Це важливо залишатися абсолютно нерухомими під час скану.
"Undlad venligst at bevæge dig, når scanningen påbegyndes.",Please refrain from moving once the scan begins.,"Будь ласка, утримайтеся від руху, як тільки почнеться сканування."
Oplever du udfordringer med at ligge stille?,Are you experiencing challenges with lying still?,"Чи виникають у вас складнощі з тим, щоб залишитися нерухомим?"
Har du vanskeligheder med at forblive i ro under scanningen?,Do you have difficulties remaining still during the scan?,Чи важко вам залишатися нерухомим під час скану?
Er det muligt for dig at forblive stille under scanningen?,Is it possible for you to remain still during the scan?,Чи можливо вам залишитися нерухомими під час скану?
Det er vigtigt at undgå at bevæge dig under scanningen.,It's important to avoid moving during the scan.,Важливо уникати руху під час скану.
"Venligst undgå at ændre position, når scanningen er i gang.",Please refrain from changing position once the scan is underway.,"Будь ласка, утримайтеся від зміни позиції, як тільки почнеться сканування."
Har du nogen problemer med at forblive i ro under scanningen?,Do you have any problems staying still during the scan?,"Чи є у вас проблеми з тим, щоб залишатися нерухомими під час скану?"
"Kan du undgå at bevæge dig, mens vi scanner dig?",Can you avoid moving while we scan you?,"Чи можете ви уникнути руху, коли ми вас скануємо?"
Er det muligt for dig at holde dig stille under hele scanningen?,Is it possible for you to stay still throughout the entire scan?,Чи можливо вам залишитися нерухомими протягом усього скану?
"Det er vigtigt, at du ligger fuldstændig stille under scanningen.",It's crucial that you remain completely still during the scan.,"Важливо, щоб ви залишалися абсолютно нерухомими під час скану."
"Venligst undgå at flytte dig, så snart scanningen begynder.",Please refrain from shifting as soon as the scan begins.,"Будь ласка, утримайтеся від зміни позиції, як тільки почнеться сканування."
Oplever du vanskeligheder med at forblive stille under scanningen?,Are you experiencing difficulties staying still during the scan?,"Чи виникають у вас складнощі з тим, щоб залишатися нерухомими під час скану?"
Er det udfordrende for dig at ligge stille under hele scanningen?,Is it challenging for you to lie still throughout the entire scan?,Чи є для вас важким залишатися нерухомим під час усього скану?
Kan du undgå at rykke på dig under scanningen?,Can you avoid shifting during the scan?,Чи можете ви уникнути зміни позиції під час скану?
Det er essentielt at du ikke bevæger dig under scanningen.,It's essential that you do not move during the scan.,"Важливо, щоб ви не рухалися під час скану."
Har du problemer med at forblive i ro under scanningen?,Do you have trouble remaining still during the scan?,Чи важко вам залишатися нерухомим?
"Er det vanskeligt for dig at ligge stille, mens vi scanner?",Is it difficult for you to lie still while we scan?,Чи є для вас складністю залишатися нерухомим під час скану?
"Kan du undgå at bevæge dig, mens vi foretager scanningen?",Can you avoid moving while we conduct the scan?,"Чи можете уникнути руху, коли ми вас скануємо?"
Kan du være rolig under hele scanningen?,Can you remain calm throughout the entire scan?,Чи можете ви залишатися спокійним протягом усього скану?
"Det er afgørende, at du ligger stille gennem hele scanningen.",It's crucial that you lie still throughout the entire scan.,Це важливо залишатися абсолютно нерухомими протягом усього скану.
"Undgå venligst at bevæge dig, mens vi scanner.",Please avoid moving while we scan you.,"Будь ласка, утримайтеся від руху, коли почнеться сканування."
Oplever du udfordringer med at forblive i ro?,Are you facing any challenges in staying still?,"Чи виникають у вас складнощі з тим, щоб залишатися нерухомими під час скану?"
Har du svært ved at holde dig stille under scanningen?,Do you find it hard to stay still during the scan?,"Чи можете уникнути руху, коли ми проводимо сканування?"
Er det muligt for dig at forblive rolig under hele proceduren?,Is it possible for you to remain calm throughout the entire procedure?,Чи можливо вам залишитися нерухомими протягом усього скану?
Det er vigtigt at undgå bevægelse under hele scanningen.,It's important to avoid movement during the entire scan.,"Важливо, щоб ви залишалися абсолютно спокійними під час скану."
"Venligst hold dig i ro, når scanningen påbegyndes.",Please keep still when the scan begins.,"Будь ласка, уникайте зміни позиції, коли проводиться сканування."
Har du nogle problemer med at forblive stille under scanningen?,Are you having any trouble staying still during the scan?,"Чи виникають у вас складнощі з тим, щоб залишатися нерухомими під час процедури?"
"Kan du undgå at bevæge dig, mens vi udfører scanningen?",Can you avoid moving while we perform the scan?,Чи важко вам залишатися спокійним під час усього скану?
Er det muligt for dig at forblive stille gennem hele scanningen?,Is it possible for you to remain still throughout the entire scan?,"Чи можете уникнути руху, коли ми проводимо сканування?"
"Det er essentielt, at du forbliver fuldstændig rolig under scanningen.",It's essential that you remain completely calm during the scan.,"Важливо, щоб ви не змінювали позицію під час скану."
"Venligst undgå at ændre position, når scanningen er i gang.",Please avoid changing position while the scan is underway.,Чи важко вам залишатися спокійним під час скану?
Oplever du vanskeligheder med at forblive stille under proceduren?,Are you experiencing difficulties in staying still during the procedure?,Чи є для вас важкістю залишатися нерухомим під час скану?
Er det udfordrende for dig at forblive rolig under hele scanningen?,Is it challenging for you to remain calm throughout the entire scan?,"Чи можете уникнути руху, коли ми скануємо вас?"
"Kan du undgå at bevæge dig, mens vi foretager scanningen?",Can you avoid moving while we conduct the scan?,Важливо бути спокійним і нерухомим протягом усього скану.
"Det er vigtigt, at du ikke rykker på dig under scanningen.",It's important that you do not shift during the scan.,"Будь ласка, залишайтеся нерухомим, щоб ми могли завершити сканування."
Har du problemer med at forblive rolig under scanningen?,Do you have trouble staying calm during the scan?,"Чи виникають у вас складнощі з тим, щоб залишатися нерухомими під час скану?"
"Er det vanskeligt for dig at holde dig stille, mens vi scanner?",Is it difficult for you to stay still while we scan?,"Чи можете уникнути руху, коли ми проводимо сканування?"
"Kan du undgå at bevæge dig, mens vi udfører scanningen?",Can you refrain from moving while we perform the scan?,"Важливо, щоб ви залишалися спокійними протягом усієї процедури."
Det er vigtigt at være rolig og stille under hele scanningen.,It's important to be calm and still throughout the entire scan.,Важливо залишатися спокійним і нерухомим протягом усього скану.
"Venligst hold dig i ro, så vi kan fuldføre scanningen.",Please remain still so we can complete the scan.,"Будь ласка, залишайтеся нерухомим, щоб ми могли завершити сканування."
Har du nogle udfordringer med at forblive stille under scanningen?,Do you encounter any challenges in staying still during the scan?,Чи виникають у вас труднощі зі збереженням спокою під час скану?
"Kan du undgå at bevæge dig, mens vi udfører scanningen?",Can you avoid moving while we conduct the scan?,"Чи можете ви утриматися від руху, поки ми проводимо сканування?"
"Det er afgørende, at du forbliver rolig under hele proceduren.",It's crucial that you remain calm throughout the entire procedure.,Важливо залишатися спокійним протягом усієї процедури.
Venligst undgå at ændre position under scanningen.,Please refrain from changing position during the scan.,"Будь ласка, утримуйтеся від зміни положення під час сканування."
Har du udfordringer med at holde dig stille under scanningen?,Do you have difficulties in staying still during the scan?,Чи виникають у вас труднощі зі збереженням спокою під час скану?
Er det udfordrende for dig at forblive rolig under hele proceduren?,Is it challenging for you to remain calm throughout the entire procedure?,Чи важко вам залишатися спокійним протягом усієї процедури?
"Kan du undgå at bevæge dig, mens vi udfører scanningen?",Can you avoid moving while we perform the scan?,"Чи можете ви утриматися від руху, поки ми проводимо сканування?"
Det er vigtigt at være stille og rolig under hele scanningen?,It's important to be quiet and calm throughout the entire scan.,Важливо залишатися тихим і спокійним протягом усього скану.
"Kan du få armene over dit hoved, når du ligger ned?",Can you get your arms over your head while lying down?,"Чи можете ви підняти руки над головою, лежачи?"
"Vi skal have dine arme over hovedet, når vi scanner dig.",We need your arms above your head while we scan you.,"Ми потребуємо, щоб ваші руки були над головою під час сканування."
"Dine arme skal over hovedet, når vi scanner dig.",Your arms should be above your head while we scan you.,Ваші руки повинні бути над головою під час сканування.
"Under scanningen, så skal dine arme være over hovedet.","During the scan, your arms should be above your head.",Під час сканування ваші руки мають бути над головою.
"Kan du placere dine arme over dit hoved, når du ligger ned?",Can you place your arms over your head while lying down?,"Чи можете ви покласти руки над головою, лежачи?"
"Vi vil gerne have dine arme over hovedet, når vi scanner dig.",We would like your arms to be above your head while we scan you.,"Ми хотіли б, щоб ваші руки були над головою під час сканування."
"Det er nødvendigt, at dine arme er over hovedet under scanningen.",It's necessary for your arms to be above your head during the scan.,"Необхідно, щоб ваші руки були над головою під час сканування."
Dine arme skal være over hovedet under scanningen.,Your arms should be above your head during the scan.,Ваші руки мають бути над головою під час сканування.
"Er det muligt for dig at have armene over hovedet, mens du ligger ned?",Is it possible for you to have your arms above your head while lying down?,"Чи можливо для вас мати руки над головою, лежачи?"
"Vi beder dig om at placere armene over hovedet, når vi scanner.",We ask you to place your arms above your head while we scan.,"Ми просимо вас покласти руки над головою, поки ми скануємо."
"Under scanningen, skal du have armene over hovedet.","During the scan, you should have your arms above your head.",Під час сканування ваші руки мають бути над головою.
"Kan du venligst have armene over hovedet, mens vi scanner dig?",Could you please have your arms above your head while we scan you?,"Будь ласка, покладіть руки над головою, поки ми вас скануємо?"
"Det er vigtigt, at armene er over hovedet under hele scanningen.",It's important that the arms are above your head throughout the entire scan.,"Важливо, щоб руки були над головою протягом усього скану."
"Vi beder dig placere armene over hovedet, mens du ligger ned.",We ask you to place your arms above your head while lying down.,"Ми просимо вас покласти руки над головою, лежачи."
Er det muligt for dig at have armene over hovedet under scanningen?,Is it possible for you to have your arms above your head during the scan?,Чи можливо для вас мати руки над головою під час сканування?
"Under hele scanningen, skal dine arme være over hovedet.","Throughout the entire scan, your arms should be above your head.",Протягом усього скану ваші руки мають бути над головою.
"Vi anmoder om, at du har armene over hovedet, når vi scanner.",We request that you have your arms above your head while we scan.,"Ми просимо вас мати руки над головою, поки ми скануємо."
"Kan du have armene over hovedet, mens vi udfører scanningen?",Could you have your arms above your head while we conduct the scan?,"Чи можете ви мати руки над головою, поки ми проводимо сканування?"
Det er nødvendigt at have armene over hovedet under scanningen.,It's necessary to have your arms above your head during the scan.,Необхідно мати руки над головою під час сканування.
"Vi skal have dine arme placeret over hovedet, mens vi scanner dig.",We need your arms positioned above your head while we scan you.,"Ми потребуємо, щоб ваші руки були над головою під час сканування."
"Under hele scanningen, bedes du have armene over hovedet.","Throughout the entire scan, please have your arms above your head.","Протягом усього скану, будь ласка, тримайте руки над головою."
Er det muligt for dig at placere armene over hovedet under scanningen?,Is it possible for you to place your arms above your head during the scan?,Чи можливо для вас покласти руки над головою під час сканування?
"Du skal have armene over hovedet, når vi scanner dig.",You need to have your arms above your head while we scan you.,Вам потрібно мати руки над головою під час сканування.
Kan du sidde stille imens du sidder op?,Can you sit still while sitting up?,"Чи можете ви залишитися нерухомим, сидячи?"
"Vi skal lejre dig, så du kan ligge stille under hele undersøgelsen",We need to position you so you can remain still throughout the entire examination.,"Ми повинні вас розмістити так, щоб ви залишалися нерухомими протягом усього обстеження."
