danish,english,ukranian
Kan du forblive stille under scanningerne?,Can you remain still during the scans?,Чи можете ви залишатися нерухомим під час сканування?
"Det er vigtigt, at du forbliver helt stille under scanningen.",It is essentials that you remain completely still during the scan.,"Дуже важливо, щоб ви залишалися абсолютно нерухомими під час сканування."
"Afstå venligst fra at flytte, når scanningen starter.",Please refrain from moving once the scan launch.,"Будь ласка, не рухайтеся після початку сканування."
Har du svært ved at ligge stille?,Are you experiencing difficulties with lying still?,Чи важко вам лежати нерухомо?
Har du ikke desto mindre problemer med at blive under scanningen?,Do you have difficulties remaining nevertheless during the scan?,Чи важко вам залишатися нерухомими під час сканування?
Er det muligt for dig at forblive stille under scanningen?,Is it doable for you to remain still during the scan?,Чи можете ви залишатися нерухомими під час сканування?
Det er vigtigt at undgå at flytte under scanningen.,It's important to avoid mover during the scan.,Під час сканування важливо уникати рухів.
"Afstå fra skift position, når scanningen er i gang.",Please refrain from shifts position once the scan is underway.,"Будь ласка, не змінюйте положення під час сканування."
Har du problemer med at blive igen under scanningen?,Do you have any problems staying again during the scan?,Чи важко вам залишатися нерухомим під час сканування?
"Kan du holde dig i bevægelse, mens vi scanner dig?",Can you stave moving while we scan you?,Чи можете ви не рухатися під час сканування?
Er det muligt for dig at forblive stille under hele scanningen?,Is it achievable for you to stay still throughout the entire scan?,Чи можете ви залишатися нерухомими протягом усього сканування?
"Det er afgørende, at du forbliver helt endnu under scanningen.",It's crucial that you remain completely yet during the scan.,Дуже важливо щоб ви залишалися абсолютно нерухомими під час сканування.
"Vær venlig at afstå fra at skifte, så snart scanningen begynder.",Please refrain from shifting as soon as the scan commences.,"Будь ласка, не рухайтеся, як тільки почнеться сканування."
Har du problemer med at blive siddende under scanningen?,Are you experiencing problems staying still during the scan?,"Чи виникають у вас труднощі з тим, щоб залишатися нерухомим під час сканування?"
Er det udfordrende for dig at lyve alligevel gennem hele scanningen?,Is it challenging for you to lie nevertheless throughout the entire scan?,Чи складно вам лежати нерухомо протягом усього сканування?
Kan du undgå ændringer under scanningen?,Can you avoid change during the scan?,Чи можете ви не рухатися під час сканування?
"Det er grundlæggende, at du ikke bevæger dig under scanningen.",It's fundamental that you do not move during the scan.,"Дуже важливо, щоб ви не рухалися під час сканування."
Har du stadig problemer under scanningen?,Do you have troubles remaining still during the scan?,Чи важко вам залишатися нерухомим під час сканування?
"Er det svært for dig at ligge stille, mens vi scanner?",Is it tricky for you to lie still while we scan?,Чи важко вам лежати нерухомо під час сканування?
"Kan du holde dig i bevægelse, mens vi laver scanningen?",Can you stave moving while we conduct the scan?,Чи можете ви не рухатися поки ми проводимо сканування?
Kan du forblive serena hele scanningen?,Can you remain serena throughout the entire scan?,Чи можете ви залишатися спокійними протягом всього сканування?
"Det er afgørende, at du ligger stille under hele scanningen.",It's crucial that you lie still throughout the overall scan.,Дуже важливо щоб ви лежали нерухомо протягом усього сканування.
"Undgå at flytte, mens vi scanner dig.",Please avoid mover while we scan you.,"Будь ласка, не рухайтеся під час сканування."
Er der nogen udfordringer ved at forblive stille?,Are you face any challenges in staying still?,Чи важко вам залишатися нерухомим?
Har du svært ved at opholde dig under scanningen?,Do you find it hard to sojourn still during the scan?,Чи важко вам залишатися нерухомим під час сканування?
"Er det sandsynligt, at du forbliver rolig under hele proceduren?",Is it probable for you to remain calm throughout the entire procedure?,Чи можете ви залишатися спокійними протягом всієї процедури?
Det er vigtigt at holde bevægelse under hele scanningen.,It's important to stave movement during the entire scan.,Важливо уникати рухів під час всього сканування.
"Opretholde venligst stadig, når scanningen begynder.",Please sustain still when the scan begins.,"Будь ласка, залишайтеся нерухомими коли почнеться сканування."
Har du problemer med at blive under scanningen?,Are you having any trouble staying yet during the scan?,Чи важко вам залишатися нерухомим під час сканування?
"Kan du undgå at skifte, mens vi udfører scanningen?",Can you avoid shifting while we perform the scan?,Чи можете ви не рухатися під час сканування?
Er det muligt for dig at forblive stille under hele scanningen?,Is it doable for you to remain still throughout the entire scan?,Чи можете ви залишатися нерухомим протягом усього сканування?
"Det er vigtigt, at du forbliver helt rolig under scanningen.",It's essential that you remain absolutely calm during the scan.,"Дуже важливо, щоб ви залишалися абсолютно спокійними під час сканування."
"Undgå at ændre position, mens scanningen er i gang.",Please avoid alteration position while the scan is underway.,"Будь ласка, не змінюйте положення під час сканування."
Har du problemer med at holde dig i ro under proceduren?,Are you experiencing hassles in staying still during the procedure?,"Чи відчуваєте ви труднощі з тим, щоб залишатися нерухомими під час процедури?"
Er det svært for dig at forblive rolig under hele scanningen?,Is it challenging for you to remain placid throughout the entire scan?,Чи складно вам зберігати спокій протягом усього сканування?
"Kan du undgå at flytte, mens vi foretager scanningen?",Can you avoid mover while we conduct the scan?,Чи можете ви не рухатися під час сканування?
"Det er vigtigt, at du ikke skifter under scanningen.",It's essential that you do not shift during the scan.,"Важливо, щоб ви не рухалися під час сканування."
Har du svært ved at være rolig under scanningen?,Do you have trouble staying placid during the scan?,Чи важко вам зберігати спокій під час сканування?
"Er det indviklet at stå stille, mens vi scanner?",Is it complex for you to stay still while we scan?,Чи важко вам залишатися нерухомим під час сканування?
"Kan du afstå fra at flytte, mens vi udfører aftørringen?",Can you refrain from moving while we perform the wiping?,Чи можете ви не рухатися під час сканування?
Det er vigtigt at være rolig og stadig gennem hele scanningen.,It's important to be calm and still throughout the total scan.,Важливо залишатися спокійним і нерухомим протягом усього сканування.
"Vær stille, så vi kan afslutte aftørringen.",Please remain still so we can complete the wiping.,"Будь ласка, не рухайтеся, щоб ми могли завершити сканування."
Har du støder nogen udfordringer i ophold stadig under scanningen?,Do you encounter any challenges in stay still during the scan?,"Чи виникають у вас труднощі з тим, щоб залишатися нерухомим під час сканування?"
"Kan du undgå at bevæge dig, mens vi laver scanningen?",Can you forestall moving while we conduct the scan?,Чи можете ви не рухатися під час сканування?
"Det er grundlæggende, at du forbliver rolig under hele proceduren.",It's fundamental that you remain calm throughout the entire procedure.,"Дуже важливо, щоб ви залишалися спокійними протягом всієї процедури."
Afstå fra at skifte position under scanningerne.,Please refrain from changing position during the scans.,"Будь ласка, не змінюйте положення під час сканування."
Har du svært ved at holde dig i ro under scanningen?,Do you have difficulties in stay still during the scan?,Чи важко вам залишатися нерухомим під час сканування?
Er det en udfordring for dig at forblive pacifiseret under hele proceduren?,Is it challenging for you to remain pacify throughout the entire procedure?,Чи складно вам зберігати спокій протягом всієї процедури?
"Kan du undgå at bevæge dig, mens vi udførte scanningen?",Can you avoid moving while we performed the scan?,Чи можете ви не рухатися під час сканування?
Det er vigtigt at være stille og rolig under hele scanningen.,It's critical to be quiet and calm throughout the entire scan.,Важливо зберігати тишу і спокій протягом усього сканування.
"Kan du få armene over hovedet, mens du ligger ned?",Can you get your armes over your head while lying down?,Чи можете ви завести руки за голову в положенні лежачи?
"Vi har brug for dine arme over dit hoved, mens vi scanner dig.",We required your arms above your head while we scan you.,"Нам потрібно, щоб ваші руки були підняті над головою під час сканування."
"Dine våben burde være over dit hoved, mens vi scanner dig.",Your weapons should be above your head while we scan you.,Під час сканування ваші руки повинні бути за головою.
Under scanningen skal armene være over hovedet.,"During the scan, your armes should be above your head.",Під час сканування ваші руки повинні бути підняті над головою.
"Kan du lægge armene over hovedet, mens du ligger ned?",Can you place your arming over your head while lying down?,Чи можете ви покласти руки над головою в положенні лежачи?
"Vi vil gerne have, at dit våben er over dit hoved, mens vi scanner dig.",We would like your weapon to be above your head while we scan you.,Під час сканування нам необхідно щоб ваші руки були розташовані над головою.
Det er nødvendigt for dine arme at være over dit hoved under scanningen.,It's requisite for your arms to be above your head during the scan.,Під час сканування необхідно щоб ваші руки були розташовані над головою.
Dit våben burde være over dit hoved under scanningen.,Your armament should be above your head during the scan.,Ваші руки повинні бути підняті над головою під час сканування.
"Er det muligt for dig at have dine arme over din chef, mens du ligger ned?",Is it possible for you to have your arms above your chief while lying down?,Чи можете ви тримати руки над головою в положенні лежачи?
"Vi beder dig om at lægge dine arme over dit hoved, mens vi scanner.",We ask you to place your arms above your head while we scanning.,Ми просимо вас підняти руки над головою під час сканування.
Under scanningen bør du have dit våben over hovedet.,"During the scan, you should have your weapon above your head.",Під час сканування ви повинні тримати руки над головою.
"Vil du venligst have dit våben over hovedet, mens vi scanner dig?",Could you please have your weapon above your head while we scan you?,"Чи можете ви тримати руки над головою під час сканування, будь ласка?"
"Det er vigtigt, at våbnene er over dit hoved gennem hele scanningen.",It's important that the weaponry are above your head throughout the entire scan.,Важливо щоб ваші руки були підняті над головою протягом усього сканування.
"Vi beder dig om at lægge dine arme over dit hoved, mens du ligger ned.",We request you to place your arms above your head while lying down.,Ми просимо вас підняти руки над головою в положенні лежачи.
Er det muligt for dig at have dine arme over hovedet under aftørringen?,Is it possible for you to have your arms above your head during the wiping?,Чи можете ви тримати руки над головою під час сканування?
Over hele scanningen skal armene være over hovedet.,"Across the entire scan, your arms should be above your head.",Протягом всього сканування ваші руки повинні бути підняті над головою.
"Vi programmerer, at du har dine arme over hovedet, mens vi scanner.",We applications that you have your arms above your head while we scan.,Ми просимо вас тримати руки над головою під час сканування.
"Kunne du have dine arme over dit hoved, mens vi opfører scanningen?",Could you have your arms above your head while we behavior the scan?,Чи можете ви тримати руки над головою під час сканування?
Det er nødvendigt at have armene over hovedet under scanningen.,It's necessary to have your arms above your head during the scanned.,Під час сканування необхідно тримати руки над головою.
"Vi skal have dine arme placeret over dit hoved, mens vi scanner dig.",We need your arms positioned above your head while we scans you.,Під час сканування ваші руки повинні бути розташовані над головою.
"Gennem hele scanningen, bedes du have dine arme over din leiter.","Throughout the entire scan, please have your arms above your leiter.","Протягом всього сканування, будь ласка, тримайте руки над головою."
Er det muligt for dig at lægge dine arme over din chef under scanningen?,Is it possible for you to place your arms above your chief during the scan?,Чи можете ви тримати руки над головою під час сканування?
"Du skal have armene over hovedet, mens vi scanner dig.",You need to have your arms above your head while we scanned you.,Ви повинні тримати руки над головою під час сканування.
Kan du sidde stille mens du sidder op?,Can you seated still while sitting up?,Чи можете ви сидіти спокійно в положенні сидячи?
"Vi er nødt til at placere dig, så du kan forblive stille under hele undersøgelsen.",We necessary to position you so you can remain still throughout the entire examination.,"Ми повинні розташувати вас так, щоб ви могли залишатися нерухомим протягом усього обстеження."
"Vi må finde en behagelig position, så du kan ligge stille.",We need to unearthed a comfortable position for you to lie still.,"Нам потрібно знайти для вас зручне положення, щоб ви могли спокійно лежати."
Vi er nødt til at finde en behagelig position for dig at lyve alligevel under hele undersøgelsen.,We need to find a comfortable position for you to lie nevertheless throughout the entire examination.,"Нам потрібно знайти для вас зручне положення, в якому ви зможете спокійно лежати протягом усього обстеження."
"Kan du ligge på din højre side, mens vi laver genbesøget?",Can you lie on your right side while we conduct the revisit?,"Чи можете ви лежати на правому боці, поки ми проводимо обстеження?"
Kan du lyve på din venstre side?,Can you lies on your left side?,Чи можете ви лежати на лівому боці?
"Er det muligt for dig at forblive stille, mens du sidder op?",Is it conceivable for you to remain still while sitting up?,Чи можете ви залишатися нерухомим у положенні сидячи?
"Vi er nødt til at arrangere din position, så du kan forblive stille under undersøgelsen.",We need to arrange your position so you can stay still during the examination.,"Нам потрібно влаштувати вас так, щоб ви могли залишатися нерухомим під час обстеження."
"Vi er nødt til at justere din position, så du kan forblive stille.",We need to readjust your position so you can remain still.,"Нам потрібно підібрати таке положення, щоб ви могли залишатися нерухомими."
"Vil du være i stand til at forblive stille, mens du sidder op?",Will you be able to remain still while sit up?,Чи зможете ви залишатися нерухомим сидячи?
"Vores skal sikre, at du er komfortabel, så du kan ligge stille.",Ours need to ensure that you are comfortable so you can lie still.,"Ми повинні переконатися, що вам зручно і ви можете спокійно лежати."
"Vi er nødt til at finde den rigtige position, så du kan ligge stille under hele undersøgelsen.",We need to find the right position so you can lie still throughout the all examination.,"Ми повинні знайти правильне положення, щоб ви могли спокійно лежати протягом усього обстеження."
Kan du sidde stille mens du sidder op?,Can you remain still while sit up?,Чи можете ви залишатися нерухомим сидячи?
"Vi vil placere dig, så du kan forblive dog under undersøgelsen.",We will position you so you can remain however during the examination.,"Ми розташуємо вас так, щоб ви могли залишатися нерухомим під час обстеження."
"Kan du holde dig i ro, mens du er oppe?",Can you keep still while assis up?,Чи можете ви залишатися нерухомим сидячи?
"Vi vil sikre, at du er i en behagelig position, så du kan lyve endnu.",We will ensure that you are in a comfortable position so you can lie yet.,"Ми забезпечимо вам зручне положення, щоб ви могли спокійно лежати."
"Vi vil sørge for, at De forbliver i live under hele revisionen.",We will ensure that you remain still throughout the reviewed.,"Ми подбаємо про те, щоб ви залишалися нерухомими протягом усього обстеження."
"Villighed du være i stand til at forblive stille, mens du sidder op?",Willingness you be able to stay still while sitting up?,Чи зможете ви залишатися нерухомим сидячи?
"Vi vil justere din position, så du kan forblive endnu.",We will adjust your position so you can remain yet.,"Ми підберемо для вас зручне положення, щоб ви могли залишатися нерухомим."
"Kan du være stille, mens du sidder op?",Can you be silent while sitting up?,Чи можете ви зберігати тишу сидячи?
"Vi hjælper dig med at finde den rigtige position, så du kan ligge stille under eksamenerne.",We will help you find the right position so you can lie still during the exams.,"Ми допоможемо вам знайти правильне положення, щоб ви могли спокійно лежати під час обстеження."
"Villighed du være i stand til at forblive stille, mens du sidder op?",Willingness you be able to remain still while sitting up?,Чи зможете ви сидіти нерухомо?
"Vi vil sikre, at du er i en behagelig position, så du kan lyve alligevel.",We will ensure that you are in a comfortable position so you can lie nonetheless.,"Ми подбаємо про те, щоб ви зайняли зручне положення та могли лежати спокійно."
"Kan du være serena, mens du sidder op?",Can you be serena while sitting up?,Чи можете ви зберігати спокій у положенні сидячи?
"Vi vil sikre, at du er i en passende position, så du kan forblive i hele den samlede undersøgelse.",We will ensure that you are in an appropriate position so you can remain still throughout the overall examination.,Ми переконаємося що ви перебуваєте у належному положенні і можете залишатися нерухомими протягом усього обстеження.
Kan du holde fast mens du sidder op?,Can you sustain still while sitting up?,Чи можете ви не рухатися в положенні сидячи?
"Vi vil lede efter den bedre position, så du kan ligge stille under undersøgelsen.",We will look for the better position so you can lie still during the examination.,"Ми підберемо найкраще положення, щоб ви могли спокійно лежати під час обстеження."
"Kan du være stille, mens du sidder op?",Can you remain quietness while sitting up?,Чи можете ви зберігати спокій у положенні сидячи?
"Vi vil finde den mest komfortable position, så du kan ligge stadig omkring hele undersøgelsen.",We will find the most comfortable position so you can lie still around the entire examination.,"Ми знайдемо найзручніше положення, щоб ви могли спокійно лежати протягом усього обстеження."
Vil du være i stand til at være dog mens du sidder op?,Will you be able to be however while sitting up?,Чи зможете ви залишатися нерухомими в положенні сидячи?
"Vi vil sikre, at du er komfortabel, så du kan ligge stille under undersøgelsen.",We will securing that you are comfortable so you can lie still during the examination.,"Ми подбаємо про те, щоб вам було зручно, і ви могли спокійно лежати під час обстеження."
Kan du sidde stille mens vi foretager undersøgelsen?,Can you sit still while we conducts the examination?,"Чи можете ви сидіти нерухомо, поки ми проводимо обстеження?"
Vi vil hjælpe dig med at forblive i hele undersøgelsen.,We will help you remain still in the entire examination.,Ми допоможемо вам залишатися нерухомими протягом усього обстеження.
"Vil du være i stand til at forblive stille, mens vi gennemfører eksamen?",Will you be able to stay still while we conduct the exam?,Чи зможете ви залишатися нерухомими під час обстеження?
"Vi vil sikre, at du er i en komfortabel position, så du kan ligge stille.",We will secure that you are in a comfortable position so you can lie still.,"Ми забезпечимо вам зручне положення, щоб ви могли спокійно лежати."
Kan du tie stille mens vi tager hensyn til dig?,Can you be quiet while we conduct the consideration?,Чи можете ви зберігати тишу під час обстеження?
"Vi vil hjælpe dig med at finde den rigtige position, så du kan ligge stille under inspektionen.",We will help you find the right position so you can lie still during the inspect.,"Ми допоможемо вам знайти правильне положення, щоб ви могли спокійно лежати під час обстеження."
Kan du bevare roen mens vi foretager undersøgelsen?,Can you retaining calm while we conduct the examination?,Чи можете ви зберігати спокій поки ми проводимо обстеження?
"Vi vil finde den mest komfortable position, så du kan ligge stille i hele den inspicerede.",We will find the most comfortable position so you can lie still throughout the entire inspected.,"Ми знайдемо найзручніше положення, щоб ви могли спокійно лежати протягом усього обстеження."
Kan du være rolig mens vi foretager undersøgelsen?,Will you be able to be serenity while we conduct the examination?,Чи зможете ви зберігати спокій під час обстеження?
"Vi vil sikre, at du er i en passende position, så du kan ligge stille under hele den samlede undersøgelse.",We will ensure that you are in an appropriate position so you can lie still throughout the together examination.,"Ми подбаємо про те, щоб ви зайняли правильне положення і могли спокійно лежати протягом усього обстеження."
"Kan du være stille, mens vi laver den genbesøgte?",Can you remain still while we conduct the revisited?,"Чи можете ви залишатися нерухомими, поки ми проводимо обстеження?"
"Vores vil lede efter den bedste position, så du kan ligge stille under undersøgelsen.",Ours will look for the best position so you can lie still during the examination.,"Ми подбаємо про те, щоб ви могли спокійно лежати під час обстеження."
Vil du være i stand til at forblive stille mens vi udfører denne overvejelse?,Will you be able to remain still while we conduct the consideration?,Чи зможете ви залишатися нерухомим під час обстеження?
"Vi vil sikre, at du er komfortabel, så du kan ligge stille under hele undersøgelsen.",We will ensure that you are comfy so you can lie still throughout the entire examination.,"Ми подбаємо про те, щоб вам було зручно, і ви могли лежати нерухомо протягом усього обстеження."
"Kan du sidde stille, mens vi laver genbesøget?",Can you sit still while we conduct the revisit?,Чи зможете ви сидіти спокійно під час обстеження?
Vi vil hjælpe dig med at forblive stille under hele undersøgelsen.,We will aiding you remain still throughout the entire examination.,Ми допоможемо вам залишатися нерухомими протягом усього обстеження.
Vil du være i stand til at stå stille mens vi foretager inspektionen?,Will you be able to stay still while we conduct the inspecting?,Чи зможете ви залишатися нерухомими під час обстеження?
"Vi vil sikre, at du er i en komfortabel position, så du kan ligge stille.",We will ensured that you are in a comfortable position so you can lie still.,"Ми подбаємо про те, щоб вам було зручно, і ви могли лежати нерухомо."
"Kan du være stille, mens vi gennemfører eksamenerne?",Can you be quiet while we conduct the exams?,"Чи можете ви зберігати тишу, поки ми проводимо обстеження?"
"Vi vil hjælpe dig med at finde den rigtige position, så du kan ligge stille under undersøgelsen.",We will help you find the right position so you can lying still during the examination.,"Ми допоможемо вам знайти правильне положення, щоб ви могли спокійно лежати під час обстеження."
Kan du bevare roen mens vi foretager undersøgelsen?,Can you maintaining calm while we conduct the examination?,"Чи можете ви зберігати спокій, поки ми проводимо обстеження?"
"Vi er nødt til at finde den mest komfortable position, så du kan løj stadig under hele undersøgelsen.",We need to find the most comfortable position so you can lied still throughout the entire examination.,"Нам необхідно знайти для вас найзручніше положення, щоб ви могли лежати нерухомо протягом усього обстеження."
Vil du være i stand til at forblive rolig mens vi foretager undersøgelsen?,Will you be able to remain mellow while we conduct the examination?,Чи зможете ви зберігати спокій під час обстеження?
"Vi vil sikre, at du er i en passende position, så du kan ligge stille under hele undersøgelsen.",We will ensure that you are in a adequate position so you can lie still throughout the entire examination.,"Ми подбаємо про те, щоб ви зайняли зручне положення та могли спокійно лежати протягом усього обстеження."
"Kan du forblive stille, mens vi gennemfører eksamenerne?",Can you remain still while we conduct the exams?,Чи можете ви залишатися нерухомими поки ми проводимо обстеження?
"Vi vil søge efter den bedste position, så du kan ligge stille under undersøgelsen.",We will search for the bestest position so you can lie still during the examination.,Ми підберемо найкраще положення щоб ви могли лежати нерухомо під час обстеження.
"Vil du være i stand til at stå stille, mens vi foretager inspektionen?",Will you be able to stay still while we conduct the inspect?,Чи зможете ви залишатися нерухомим під час обстеження?
"Vi vil sikre, at du er komfortabel, så du kan ligge stille under hele undersøgelsen.",We will ensure that you are comfortable so you can lie still during the entire examination.,"Ми подбаємо про те щоб вам було зручно, і ви могли лежати нерухомо протягом усього обстеження."
"Er du blevet informeret om, hvad hensynet indebærer?",Have you been informed about what the consideration entails?,Чи повідомили вам про те що передбачає обстеження?
"Har du anmeldt, at du har brug for at gennemgå en vævsbiopsi fra din lever?",Have you been notifying that you need to undergo a tissue biopsy from your liver?,"Чи повідомляли вам про те, що вам необхідно пройти біопсію тканини з вашої печінки?"
Har du nogensinde fået taget en kleenexbiopsi før?,Have you ever had a kleenex biopsy taken before?,Чи робили вам раніше біопсію тканин?
"Forstår du, hvad det indebærer at få en stofbiopsi taget?",Do you understand what it involves to have a fabrics biopsy taken?,Чи розумієте ви що являє собою біопсія тканин?
Er du bange for nåle?,Are you spooked of needles?,Чи боїтеся ви голок?
Er du bange for skarpe genstande?,Are you frightened of sharp objects?,Чи боїтеся гострих предметів?
Er du bange for at blive prikket med nåle?,Be you afraid of being pricked with needles?,Чи боїтеся ви бути уколотим голками?
"Har du sagt, at vi vil foretage en biopsi med en lille nål?",Have you been say that we will conduct a biopsy with a small needle?,"Чи сказали вам, що ми будемо проводити біопсію маленькою голкою?"
"Har du informeret, at vi vil foretage en biopsi med en fin nål?",Have you been informing that we will conduct a biopsy with a fine needle?,"Чи повідомили вас про те, що ми будемо проводити біопсію тонкою голкою?"
"Ved du, hvad biopsien indebærer?",Be you aware of what the biopsy procedure involves?,Чи знаєте ви що включає в себе процедура біопсії?
"Er du blevet informeret om, at der vil blive taget en stofprøve fra din lever?",Have you been informed that a fabrics sample will be taken from your liver?,"Чи повідомили вам, що з вашої печінки буде взято зразок тканини?"
Har du prøvet at få taget en vævsbiopsi før?,Have you experimented having a tissue biopsy taken before?,Чи доводилося вам раніше проходити біопсію тканин?
Forstår du processen med at få taget en stofbiopsi?,Do you understand the process of having a fabrics biopsy taken?,Чи розумієте ви процес взяття біопсії тканин?
Føler du ubehag ved nåles ideologi?,Do you feel discomfort at the ideology of needles?,Чи відчуваєте ви дискомфорт думаючи про голки?
Er du bange for skarpe genstande?,Are you fear of sharp objects?,Чи боїтеся ви гострих предметів?
Har du lyst til at sidde fast med en nål?,Do you feel keen about being stuck with a needle?,Чи хвилюєтеся ви через те що у вас встромлять голку?
"Er du blevet informeret om, at en mindre nål vil blive brugt til vævsprøvetagningen?",Have you been informed that a smaller needle will be used for the tissue sampling?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися менша голка?"
"Har du fået at vide, at vi vil bruge en lille sprøjte til vævsprøven?",Have you been informed that we will use a small syringe for the tissue sample?,"Чи повідомляли вам, що ми будемо використовувати маленьку голку для взяття зразка тканини?"
"Har du fået at vide, hvad undersøgelsen indebærer?",Have you been told what the reviewed entails?,"Чи сказали вам, що передбачає обстеження?"
"Har du fået at vide, at en vævsprøve vil blive taget fra din lever?",Have you been told that a tissue sample will be took from your liver?,"Чи сказали вам, що у вас буде взято зразок тканини з печінки?"
Har du tidligere haft erfaring med at få taget en vævsprøve?,Have you had past experience with having a tissue sample taken?,Чи був у вас попередній досвід взяття зразків тканин?
"Forstår du, hvad det betyder at få taget en vævsprøve?",Do you understood what it means to have a tissue sample taken?,Чи розумієте ви що означає взяття зразка тканини?
Er du nervøs for rygraden?,Are you nervous about spines?,Чи нервуєте ви через голки?
Er du bange for skarpe genstande?,Are you fearful of sharp objects?,Чи боїтеся ви гострих предметів?
Er du bekymret for at være snerpet med en nål?,Do you feel anxious about being prude with a needle?,Чи боїтеся ви бути уколотим голкою?
"Er du blevet informeret om, at en mindre nål vil blive brugt til vævsprøven?",Ha you been informed that a smaller needle will be used for the tissue sample?,"Чи повідомляли вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du klar over, at en lille nål vil blive brugt til vævsprøven?",Are you knowing that a small needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
Er du blevet instrueret om karakteren af eksamenerne?,Have you been instructed about the nature of the exams?,Чи пояснили вам суть обстеження?
Er du blevet orienteret om behovet for en levervævsprøve?,Have you been briefed about the need for a liver tissue sample?,Чи повідомили вас про необхідність взяття зразка тканини печінки?
Har du tidligere haft erfaring med vævsprøvetagning?,Have you had previously experience with tissue sampling?,Чи брали у вас раніше зразки тканин?
"Er du klar over, hvad vævsprøvetagning indebærer?",Do you realise what tissue sampling entails?,Чи розумієте ви що передбачає взяття зразків тканин?
Føler du dig ilde til mode ved tanken om nåle?,Do you feel uncomfortable at the thinks of needles?,Чи відчуваєте ви дискомфорт від думки про голки?
Er du bange for brusque objekter?,Are you afraid of brusque objects?,Чи боїтеся ви гострих предметів?
Er du skideglad med at sidde fast med en nål?,Are you shitless of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Er du blevet informeret om, at en mindre nål vil blive brugt til tekstilprøven?",Have you been informed that a smaller needle will be used for the fabrics sample?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du klar over, at en lille nål vil blive brugt til kleenex prøven?",Are you aware that a small needle will be used for the kleenex sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
"Er du blevet instrueret om, hvad undersøgelsen indebærer?",Have you been instructed on what the examining entails?,Чи пояснили вам що передбачає обстеження?
"Forstår du, at en vævsprøve skal udtages fra din lever?",Do you understand that a tissue sample needs to be picked from your liver?,"Чи розумієте ви, що зразок тканини потрібно взяти з вашої печінки?"
Har du tidligere erfaring med at få taget en vævsprøve?,Do you have earlier experience with having a tissue sample taken?,Чи брали у вас раніше зразки тканин?
"Forstår du, hvad der sker under en vævsprøve?",Do you understand what happens during a tissue specimen procedure?,Чи розумієте ви що відбувається під час процедури взяття зразків тканин?
Gør sprøjter dig utilpas?,Do syringes make you uncomfortable?,Чи відчуваєте ви дискомфорт через голки?
Er du bekymret for stejle genstande?,Do you feel anxious about steep objects?,Чи відчуваєте ви тривогу стосовно гострих предметів?
Er du skideglad med at sidde fast med en nål?,Are you shitless of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Er du blevet informeret om, at en marginal nål vil blive brugt til vævsprøven?",Have you been informed that a marginal needle will be used for the tissue sample?,"Чи повідомляли вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du klar over, at en lille nål vil blive brugt til vævsprøven?",Are you aware that a teeny needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
"Er du blevet instrueret om den person, der skal undersøges?",Have you been instructed about the personage of the examination?,Чи пояснили вам суть обстеження?
Har du informeret om behovet for en levervævsprøve?,Have you been informing about the need for a liver tissue sample?,Чи повідомили вас про необхідність взяття зразка тканини печінки?
Har du tidligere erfaring med stofprøvetagning?,Do you have previous experience with fabrics sampling?,Чи брали у вас раніше зразки тканин?
"Forstår du, hvad vævsprøvetagning indebærer?",Do you comprehend what tissue sampling entails?,Чи розумієте ви що передбачає взяття зразків тканин?
Føler du ubehag ved nåle?,Do you feel discomfort at the ideas of needles?,Чи відчуваєте ви дискомфорт від думки про голки?
Er du bange for skarp genstand?,Are you afraid of sharp object?,Чи боїтеся ви гострих предметів?
Er du bange for at sidde fast med en nål?,Are you fright of being stuck with a needle?,Чи боїтеся ви уколу голкою?
"Har du fået at vide, at en mindre nål vil blive brugt til vævsprøverne?",Have you been informed that a smaller needle will be used for the tissue specimens?,"Чи повідомили вам, що для взяття зразка тканини буде використовуватися голка меншого розміру?"
"Er du klar over, at en mindre nål vil blive brugt til vævsprøven?",Are you aware that a minor needle will be used for the tissue sample?,"Чи знаєте ви, що для взяття зразка тканини буде використовуватися маленька голка?"
"Du er planlagt til en undersøgelse, hvor en vævsprøve vil blive taget fra maven.",Thee are scheduled for an examination where a tissue sample will be taken from your abdomen.,"Вам призначено обстеження, під час якого буде взято зразок тканини з вашого живота."
Vi skal undersøge din mave og måske tage en vævsprøve.,We need to investigative your abdomen and possibly take a tissue sample.,"Нам потрібно оглянути ваш живіт і, можливо, взяти зразок тканини."
Vi vil undersøge din mave og udføre en vævsprøve.,We will investigated your abdomen and perform a tissue sample.,Ми оглянемо ваш живіт і візьмемо зразок тканини.
Vi tager en kleenexprøve fra din lever.,We will take a kleenex sample from your liver.,Ми візьмемо зразок тканини з вашої печінки.
